Formula,Predicted_Bandgap_eV,Predicted_Ef_eV_atom,Active_Material_Cost_m2,Panel_Lifetime_Years,PCE_Median,LCOE_Median,LCOE_Q10_Best,LCOE_Q90_Worst
Cs2ZrSbS3I3,1.6988,-1.3485,91.1481,30.0000,23.2775,0.0552,0.0469,0.0784
Cs2MnSbSe3I3,1.0624,-1.0676,82.2485,30.0000,22.4497,0.0552,0.0453,0.7909
Cs2CuZnCl3I3,1.1577,-1.3156,98.7034,30.0000,24.4009,0.0553,0.0472,0.4297
Na2ZrGaO3F3,2.2892,-2.6885,2.6933,30.0000,12.9617,0.0553,0.0398,0.1002
Cs2NbZnO3I3,1.5746,-1.9481,102.0987,30.0000,24.5542,0.0553,0.0478,0.0764
Cs2GeGaSe3Br3,1.5680,-1.2331,102.9512,30.0000,24.6482,0.0553,0.0479,0.0766
Cs2WFeSe3Cl3,1.5728,-1.3454,102.4166,30.0000,24.5684,0.0553,0.0479,0.0764
Cs2MnSbBr3I3,1.0569,-1.3183,81.9386,30.0000,22.3255,0.0553,0.0451,0.7898
Cs2MoAgSe3I3,1.0537,-1.0256,81.5223,30.0000,22.3089,0.0553,0.0452,0.7860
Cs2SnTaS3I3,1.7602,-1.2495,83.8523,30.0000,22.3049,0.0553,0.0463,0.0796
Cs2SnCuF3I3,1.1557,-1.9416,98.3035,30.0000,24.2929,0.0554,0.0471,0.4607
Cs2NbCuSe3I3,1.0619,-1.1696,83.8419,30.0000,22.4889,0.0554,0.0454,0.7970
Cs2TiFeSe3Br3,1.1886,-1.5196,102.6848,30.0000,24.7270,0.0554,0.0477,0.3101
Rb2GeNbO3Cl3,2.0658,-2.1725,38.3619,30.0000,16.9404,0.0555,0.0424,0.0897
Cs2NbMnO3I3,1.5678,-2.0573,103.3668,30.0000,24.6313,0.0555,0.0480,0.0765
Cs2GeSbO3I3,1.5968,-1.3244,101.7807,30.0000,24.3959,0.0555,0.0478,0.0769
Na2GeBiO3F3,2.2533,-2.1833,8.0035,30.0000,13.5072,0.0555,0.0403,0.0979
Rb2ZrInO3Cl3,2.1080,-2.2836,30.5208,30.0000,16.0517,0.0555,0.0418,0.0912
Cs2WSbS3Br3,1.6689,-1.2083,95.7641,30.0000,23.6250,0.0556,0.0473,0.0779
Cs2CrMoO3I3,1.5827,-1.5567,103.3856,30.0000,24.5390,0.0556,0.0480,0.0769
Cs2GeFeF3I3,1.2997,-1.9529,108.6780,30.0000,25.2771,0.0556,0.0484,0.1224
Cs2ZrInO3I3,1.6546,-2.0951,97.5474,30.0000,23.8501,0.0556,0.0475,0.0776
Cs2GeFeO3I3,1.3212,-1.3913,109.8649,30.0000,25.3545,0.0556,0.0485,0.1066
Cs2TiCrSe3Br3,1.1863,-1.6311,103.1585,30.0000,24.6473,0.0556,0.0477,0.3483
Cs2GeNbSe3Br3,1.1514,-1.3694,99.4653,30.0000,24.2332,0.0556,0.0474,0.5058
Cs2ZrCrSe3Br3,1.1418,-1.6407,98.1257,30.0000,24.0539,0.0556,0.0472,0.5647
Cs2WSbSe3Cl3,1.6789,-1.2580,95.0965,30.0000,23.4854,0.0557,0.0473,0.0781
Cs2SnNbS3Br3,1.5321,-1.3868,106.7919,30.0000,24.8889,0.0557,0.0484,0.0774
Cs2GeMoSe6,1.1528,-0.9986,99.5741,30.0000,24.2286,0.0557,0.0474,0.4793
Cs2VCuO3I3,1.5185,-1.7136,107.6138,30.0000,24.9383,0.0557,0.0484,0.0773
Cs2SnCuS3Se3,1.3689,-0.9013,111.2735,30.0000,25.3989,0.0557,0.0487,0.0908
Cs2TaSbS3Se3,1.6721,-1.1219,96.7916,30.0000,23.5503,0.0558,0.0475,0.0785
Rb2MoInO3Cl3,2.1186,-1.9021,30.3357,30.0000,15.9442,0.0558,0.0419,0.0928
Cs2WInO3I3,1.7469,-1.5724,88.4845,30.0000,22.4974,0.0558,0.0468,0.0803
Cs2WGaS3I3,1.7488,-1.1679,88.2355,30.0000,22.5094,0.0558,0.0468,0.0803
Cs2SnVSe3Cl3,1.3918,-1.5768,111.6353,30.0000,25.3502,0.0559,0.0487,0.0865
Cs2FeMnS3I3,1.1675,-1.1732,101.9767,30.0000,24.3900,0.0559,0.0477,0.4388
Cs2GeMnF3I3,1.5190,-2.0253,108.7976,30.0000,24.9674,0.0559,0.0485,0.0773
Na2GeCuF3I3,0.9088,-1.8599,5.9071,30.0000,13.1074,0.0559,0.0348,0.5253
Rb2VNbO6,2.0738,-2.7289,37.6427,30.0000,16.7226,0.0559,0.0425,0.0905
Cs2WAgO3Br3,1.5949,-1.5509,104.4223,30.0000,24.3894,0.0559,0.0482,0.0776
Rb2GeBiO3F3,2.1018,-2.3197,33.8272,30.0000,16.2796,0.0559,0.0423,0.0920
Cs2TaFeS3I3,1.7428,-1.2399,89.1976,30.0000,22.5904,0.0559,0.0469,0.0800
Na2SbCuSe3Br3,0.8993,-1.0140,0.2496,30.0000,12.4229,0.0559,0.0341,0.5021
Cs2WFeS3I3,1.7461,-1.1021,88.6483,30.0000,22.5197,0.0559,0.0467,0.0807
Cs2ZrCrSe6,1.1292,-1.3256,98.5498,30.0000,23.9186,0.0559,0.0473,0.6285
Cs2VSbS3Se3,1.3843,-1.0465,112.6968,30.0000,25.3811,0.0560,0.0489,0.0879
Cs2ZrMoS3Se3,1.4775,-1.3860,110.6282,30.0000,25.1559,0.0560,0.0488,0.0789
Cs2MoSbSe3F3,1.3355,-1.9201,111.9030,30.0000,25.3481,0.0560,0.0488,0.1060
Cs2TaCuO3Br3,1.5188,-2.0048,109.1664,30.0000,24.9206,0.0560,0.0487,0.0780
Rb2TiInO3Cl3,2.1076,-2.3305,33.2010,30.0000,16.1449,0.0560,0.0422,0.0925
Cs2ZrGaS3I3,1.6793,-1.4218,97.2418,30.0000,23.4817,0.0561,0.0477,0.0795
Cs2SnVS3Br3,1.3332,-1.3704,112.5778,30.0000,25.3601,0.0561,0.0489,0.1026
Cs2SnTaS3Br3,1.6880,-1.4577,96.6858,30.0000,23.3731,0.0561,0.0476,0.0794
K2SbCuSe3I3,0.8969,-0.8778,0.4992,30.0000,12.4609,0.0561,0.0341,0.5024
Cs2SnCrS3Se3,1.4217,-1.0479,112.9390,30.0000,25.3179,0.0561,0.0490,0.0818
Cs2ZrBiS3I3,1.7928,-1.3681,83.5404,30.0000,21.8276,0.0561,0.0464,0.0816
K2TiGaO3F3,2.3064,-2.8085,2.7672,30.0000,12.6773,0.0561,0.0403,0.1029
Cs2CrWS3I3,1.7541,-1.2214,89.0008,30.0000,22.3851,0.0561,0.0469,0.0813
Cs2TiBiS3I3,1.7675,-1.3519,87.1486,30.0000,22.2250,0.0561,0.0467,0.0811
Cs2CuZnF3I3,1.1681,-1.9569,104.5568,30.0000,24.4615,0.0562,0.0480,0.3943
Cs2TaMnO3Br3,1.5165,-2.0848,110.3487,30.0000,24.9253,0.0562,0.0489,0.0784
Cs2WBiO3Br3,1.7337,-1.5561,91.8259,30.0000,22.7007,0.0562,0.0472,0.0802
Cs2SnTaO3I3,1.7652,-2.0140,87.9119,30.0000,22.1988,0.0562,0.0468,0.0812
Rb2SnVO3Cl3,2.1224,-2.0864,31.2320,30.0000,15.8705,0.0562,0.0421,0.0930
Cs2MnInSe6,1.1061,-1.1054,96.5280,30.0000,23.5145,0.0562,0.0471,0.8037
Cs2SnCrO3I3,1.6616,-1.5209,100.6329,30.0000,23.7266,0.0563,0.0481,0.0793
Rb2CrWO3F3,2.1285,-2.6125,30.2019,30.0000,15.7370,0.0563,0.0421,0.0934
Rb2CrMoO3F3,2.0936,-2.6028,36.4918,30.0000,16.4359,0.0563,0.0425,0.0926
K2GeGaO3F3,2.2428,-2.4127,12.9558,30.0000,13.7605,0.0563,0.0410,0.0994
Cs2NbTaS3Se3,1.6666,-1.2900,99.9748,30.0000,23.6212,0.0563,0.0479,0.0795
Cs2WFeS3Br3,1.6339,-1.2832,103.2002,30.0000,23.9921,0.0563,0.0483,0.0788
Cs2FeMnO3I3,1.5748,-1.5918,108.0732,30.0000,24.6147,0.0563,0.0487,0.0783
Cs2TiGaS3I3,1.6476,-1.4029,102.1245,30.0000,23.8562,0.0563,0.0482,0.0790
Cs2GeCuF3I3,1.1886,-1.9360,107.6899,30.0000,24.6796,0.0563,0.0484,0.3360
Cs2GeZnF3I3,1.5803,-2.0198,107.4449,30.0000,24.4990,0.0564,0.0486,0.0783
Na2GeGaS3Cl3,2.2561,-1.2541,10.7832,30.0000,13.5289,0.0564,0.0409,0.1014
Cs2GeInS3I3,1.6879,-1.0653,98.0708,30.0000,23.3828,0.0564,0.0478,0.0799
Cs2ZrFeO3I3,1.6415,-2.0007,103.4345,30.0000,23.9819,0.0564,0.0483,0.0790
Cs2FeZnF3I3,1.1670,-1.9679,105.5244,30.0000,24.4005,0.0564,0.0482,0.4326
Rb2GeSbO3F3,2.0736,-2.3343,40.0670,30.0000,16.7203,0.0564,0.0429,0.0919
Cs2NbMnSe3Cl3,1.3266,-1.5828,114.8301,30.0000,25.3365,0.0564,0.0492,0.1097
Cs2SbCuO3I3,1.1152,-1.3091,98.9895,30.0000,23.6929,0.0565,0.0474,0.7671
Cs2SnMoS3Se3,1.6020,-1.0166,106.9116,30.0000,24.3671,0.0565,0.0486,0.0787
Cs2SnTaO3Br3,1.6590,-2.0929,102.1413,30.0000,23.7643,0.0565,0.0482,0.0794
Cs2MoFeSe3Cl3,1.4315,-1.3036,114.2637,30.0000,25.2534,0.0565,0.0492,0.0828
Cs2SnTaSe3Cl3,1.7081,-1.6002,96.0064,30.0000,23.0533,0.0565,0.0476,0.0800
Cs2NbFeSe3Cl3,1.3186,-1.5175,114.6916,30.0000,25.3255,0.0565,0.0492,0.1109
Cs2MoFeS3Br3,1.4097,-1.2771,115.2541,30.0000,25.3538,0.0565,0.0493,0.0843
K2ZrInO3F3,2.3163,-2.7975,2.1242,30.0000,12.4907,0.0565,0.0403,0.1052
Cs2VCuSe3Br3,1.1291,-1.3100,101.4244,30.0000,23.9207,0.0565,0.0477,0.6618
Cs2MoMnS3Se3,1.4177,-1.1353,115.9587,30.0000,25.3723,0.0565,0.0493,0.0840
Cs2NbFeS3Br3,1.3732,-1.4131,115.6902,30.0000,25.3850,0.0565,0.0493,0.0915
Cs2FeCuF3I3,1.1567,-1.9131,105.7700,30.0000,24.3676,0.0566,0.0483,0.4524
Cs2SbAgO3Se3,1.4960,-1.2737,113.2372,30.0000,25.0791,0.0566,0.0491,0.0787
Rb2GeGaO3Cl3,2.0660,-1.8597,41.9277,30.0000,16.9254,0.0566,0.0430,0.0919
Cs2MoFeO3I3,1.6546,-1.5192,102.9110,30.0000,23.8127,0.0566,0.0483,0.0796
Cs2SnNbSe3Cl3,1.6186,-1.6104,105.9494,30.0000,24.1497,0.0566,0.0486,0.0787
K2GeFeSe3Br3,0.9007,-1.2040,5.1373,30.0000,12.8131,0.0566,0.0348,0.5227
Cs2MoBiO3Br3,1.6695,-1.5521,101.2417,30.0000,23.5985,0.0566,0.0482,0.0800
Cs2SnZnI6,1.0032,-1.1619,72.0942,30.0000,20.3820,0.0566,0.0440,0.7830
Cs2NbCuS3Br3,1.2763,-1.3351,114.5246,30.0000,25.2081,0.0567,0.0492,0.1464
Cs2NbCuSe3Cl3,1.2435,-1.4027,113.5472,30.0000,25.1032,0.0567,0.0491,0.1867
Cs2SnSbS3Br3,1.6533,-1.0706,103.1506,30.0000,23.7637,0.0567,0.0483,0.0796
Cs2GeTaS3I3,1.7600,-1.2489,91.0950,30.0000,22.3436,0.0567,0.0472,0.0821
Cs2MoSbO3Br3,1.5381,-1.5420,112.6712,30.0000,24.8704,0.0567,0.0492,0.0786
Cs2GeTaO3Br3,1.5451,-2.0129,112.1258,30.0000,24.7808,0.0567,0.0491,0.0785
Cs2SnGaO3I3,1.6927,-1.4968,99.5359,30.0000,23.3055,0.0567,0.0480,0.0805
Cs2VFeSe3Br3,1.1267,-1.3770,102.3357,30.0000,23.8725,0.0567,0.0478,0.6968
Cs2MoInO3I3,1.7186,-1.5947,97.0886,30.0000,22.9990,0.0567,0.0479,0.0812
Cs2TaSbO3Se3,1.6641,-1.8813,102.2516,30.0000,23.6048,0.0567,0.0483,0.0797
Rb2GeVO3Cl3,2.0698,-1.9947,41.9071,30.0000,16.8161,0.0567,0.0431,0.0925
Cs2SnMnS3Se3,1.2264,-1.0663,112.5051,30.0000,24.9854,0.0568,0.0490,0.2193
Cs2WGaO3I3,1.7550,-1.6129,92.7153,30.0000,22.3846,0.0568,0.0475,0.0821
Cs2NbTaO3Se3,1.6346,-2.1317,105.8120,30.0000,24.0136,0.0568,0.0486,0.0796
Cs2CrMoS3Se3,1.3087,-1.1909,116.4194,30.0000,25.2863,0.0569,0.0495,0.1168
Cs2NbZnSe3Cl3,1.5368,-1.4691,113.2643,30.0000,24.8485,0.0569,0.0493,0.0790
Rb2GeMoO3S3,2.0902,-1.6280,38.9839,30.0000,16.3995,0.0569,0.0430,0.0932
Cs2NbSbS3Se3,1.6262,-1.0613,106.9064,30.0000,24.1097,0.0569,0.0487,0.0788
Rb2GeInO3F3,2.0703,-2.4029,42.2698,30.0000,16.7866,0.0569,0.0432,0.0925
Cs2TiMoS3Se3,1.4188,-1.3898,117.0657,30.0000,25.2895,0.0569,0.0496,0.0844
Cs2GeTaSe3F3,1.5686,-2.2360,111.3957,30.0000,24.6180,0.0569,0.0492,0.0789
Cs2GeCrO3I3,1.5931,-1.4863,110.3857,30.0000,24.4550,0.0569,0.0490,0.0792
Cs2SbZnO3Br3,1.4200,-1.5328,117.2323,30.0000,25.3177,0.0569,0.0496,0.0841
Cs2MnCuBr3I3,1.0502,-1.3123,86.6381,30.0000,21.8940,0.0570,0.0460,0.8175
Cs2ZrWO3Se3,1.6479,-2.0815,105.2888,30.0000,23.8105,0.0570,0.0486,0.0799
Cs2VNbS3Se3,1.3167,-1.2828,117.0551,30.0000,25.2677,0.0570,0.0496,0.1128
Cs2CrWO3Br3,1.5977,-1.6895,110.0025,30.0000,24.3367,0.0570,0.0491,0.0796
Cs2SnWS3Se3,1.7362,-1.0604,96.4740,30.0000,22.7320,0.0571,0.0479,0.0819
Cs2MnGaSe6,1.1107,-1.0790,101.5890,30.0000,23.5334,0.0571,0.0478,0.8154
Cs2GeTaS3Br3,1.6492,-1.4156,105.8138,30.0000,23.7981,0.0571,0.0487,0.0803
Cs2SnInO3Br3,1.5874,-1.5896,111.3137,30.0000,24.4677,0.0571,0.0492,0.0791
Cs2MoAgO3Br3,1.4792,-1.5070,116.5571,30.0000,25.0944,0.0571,0.0496,0.0809
Cs2SnGaS3I3,1.7496,-1.0736,94.3897,30.0000,22.4862,0.0571,0.0477,0.0823
Cs2GeTaSe3Cl3,1.6613,-1.5178,105.0206,30.0000,23.7057,0.0571,0.0487,0.0804
Rb2GeCrO3S3,2.0706,-1.6644,42.7443,30.0000,16.7549,0.0571,0.0432,0.0932
Cs2FeSbO3Br3,1.4143,-1.5048,118.7636,30.0000,25.3052,0.0572,0.0498,0.0859
Cs2GeZnI6,1.0159,-1.1441,77.8218,30.0000,20.7681,0.0572,0.0449,0.7975
Cs2GeNbS3Br3,1.4874,-1.3805,117.5742,30.0000,25.1229,0.0572,0.0497,0.0809
Cs2VFeO3I3,1.6320,-1.8214,108.6390,30.0000,24.0461,0.0572,0.0490,0.0799
Cs2TaZnS3I3,1.7990,-1.2462,88.3367,30.0000,21.7053,0.0572,0.0472,0.0839
Cs2SnFeO3Br3,1.4015,-1.4426,119.2338,30.0000,25.3091,0.0573,0.0498,0.0863
Cs2MnSbO3Se3,1.3818,-1.4200,119.5079,30.0000,25.3751,0.0573,0.0499,0.0907
Cs2TiCrSe6,1.1118,-1.3321,103.6215,30.0000,23.6736,0.0573,0.0480,0.8208
Cs2SnVSe3Br3,1.0673,-1.4352,95.3211,30.0000,22.7198,0.0573,0.0471,0.8378
Cs2MnSbO3Br3,1.4410,-1.5865,118.9122,30.0000,25.2371,0.0573,0.0499,0.0830
Cs2VCuSe3Cl3,1.3698,-1.4139,120.1073,30.0000,25.3797,0.0573,0.0500,0.0925
Cs2VZnSe3Cl3,1.3461,-1.4766,119.7912,30.0000,25.3441,0.0573,0.0500,0.1008
Cs2WFeSe3F3,1.6398,-1.9789,108.7417,30.0000,23.9607,0.0574,0.0491,0.0805
Rb2GeFeS3Br3,0.9324,-1.2212,29.5935,30.0000,15.1803,0.0574,0.0382,0.6219
Cs2NbFeO3I3,1.6976,-1.9431,103.2547,30.0000,23.2833,0.0575,0.0486,0.0819
Cs2SnMnO3Se3,1.4431,-1.4718,119.9836,30.0000,25.2658,0.0575,0.0500,0.0831
Cs2SbCuS3I3,1.0610,-0.9147,93.8544,30.0000,22.4600,0.0575,0.0469,0.8367
Cs2VZnO3I3,1.6586,-1.7999,107.3597,30.0000,23.7093,0.0575,0.0490,0.0808
Cs2TiSbSe3Cl3,1.6140,-1.6945,111.6396,30.0000,24.2633,0.0575,0.0494,0.0803
Cs2GeInO3I3,1.6935,-1.4658,103.4238,30.0000,23.2777,0.0575,0.0487,0.0818
Cs2CrMnSe6,1.1049,-1.1536,102.7533,30.0000,23.4697,0.0575,0.0480,0.8318
Cs2TaZnO3Br3,1.6387,-2.0532,108.9052,30.0000,23.9440,0.0575,0.0492,0.0808
Cs2CrWO3Se3,1.6253,-1.6348,110.5213,30.0000,24.0670,0.0575,0.0493,0.0803
Cs2VCuS3Br3,1.3585,-1.3280,121.2091,30.0000,25.3765,0.0575,0.0501,0.0984
Li2GeGaO3F3,2.2496,-2.2192,16.1190,30.0000,13.6943,0.0575,0.0417,0.1030
Cs2GeVO3I3,1.6227,-1.8604,110.5507,30.0000,24.1188,0.0575,0.0492,0.0802
Cs2ZrGaO3I3,1.6996,-2.1252,102.7140,30.0000,23.1777,0.0575,0.0486,0.0815
Cs2VFeSe3Cl3,1.3326,-1.5230,121.3894,30.0000,25.3789,0.0575,0.0501,0.1083
Cs2GeGaO3I3,1.6445,-1.4382,109.0217,30.0000,23.9140,0.0576,0.0491,0.0805
Cs2NbSbO3Se3,1.5854,-1.8850,113.6315,30.0000,24.4185,0.0576,0.0495,0.0799
Cs2MnGaSe3Cl3,1.2798,-1.4678,119.5191,30.0000,25.1790,0.0576,0.0500,0.1406
Cs2MnGaS3Se3,1.4085,-1.1180,121.2049,30.0000,25.2949,0.0576,0.0501,0.0880
Rb2TiBiO3Cl3,2.1810,-2.2715,26.5819,30.0000,14.7942,0.0576,0.0424,0.0990
Cs2VZnS3Br3,1.3194,-1.4091,120.8869,30.0000,25.2951,0.0576,0.0501,0.1135
Cs2VMnSe3Cl3,1.3557,-1.5801,121.5445,30.0000,25.3199,0.0576,0.0502,0.1000
Cs2GeNbSe3Cl3,1.5606,-1.4914,116.5795,30.0000,24.6758,0.0577,0.0498,0.0802
Cs2TiFeO3I3,1.6512,-1.9970,109.0333,30.0000,23.8133,0.0577,0.0492,0.0810
Cs2MnInO3Br3,1.4686,-1.6868,121.0802,30.0000,25.2256,0.0577,0.0502,0.0811
Cs2NbCuO3Br3,1.3864,-1.9583,122.2914,30.0000,25.3711,0.0577,0.0503,0.0907
Cs2GeMoS3Se3,1.5454,-1.0156,117.6982,30.0000,24.7744,0.0577,0.0500,0.0808
Cs2ZrBiO3I3,1.8178,-2.0214,87.5826,30.0000,21.3508,0.0577,0.0473,0.0844
Cs2GeCrSe6,1.0999,-1.0385,104.5686,30.0000,23.4628,0.0577,0.0483,0.8481
Cs2GeWS3Se3,1.6910,-1.0253,105.5899,30.0000,23.3374,0.0578,0.0489,0.0823
Cs2GeCuS3Se3,1.3675,-0.9050,122.8088,30.0000,25.3816,0.0578,0.0503,0.0959
Cs2MnGaS3Br3,1.2654,-1.3403,120.5995,30.0000,25.1417,0.0578,0.0501,0.1575
Rb2TiMoO6,2.1225,-2.7665,37.6540,30.0000,15.9195,0.0578,0.0432,0.0970
Cs2GeVSe3Cl3,1.3611,-1.4861,123.2318,30.0000,25.4084,0.0579,0.0504,0.0968
Cs2SnCrSe6,1.0599,-1.0337,95.5929,30.0000,22.3924,0.0579,0.0471,0.8473
Rb2SbCuSe3I3,0.9102,-0.9213,16.2556,30.0000,13.5359,0.0579,0.0363,0.5694
Cs2MoFeSe3F3,1.4742,-2.0268,122.1923,30.0000,25.1710,0.0579,0.0504,0.0818
Cs2GeSbS3Br3,1.6279,-1.0521,113.3314,30.0000,24.0827,0.0580,0.0497,0.0815
Cs2MnGaSe3Br3,1.0824,-1.3635,101.1459,30.0000,23.0014,0.0580,0.0479,0.8476
K2TiSbO3F3,2.3580,-2.7748,0.1950,30.0000,11.8346,0.0580,0.0408,0.1138
Rb2ZrCrO3F3,2.1294,-2.8372,36.7957,30.0000,15.7356,0.0580,0.0432,0.0971
Cs2VMnS3Br3,1.2842,-1.5078,122.6746,30.0000,25.2305,0.0580,0.0503,0.1374
Cs2TaFeO3Br3,1.6633,-2.0374,110.2210,30.0000,23.7189,0.0580,0.0495,0.0817
Cs2CrAgSe3I3,1.0260,-1.0703,84.8991,30.0000,21.1064,0.0581,0.0459,0.8229
K2TiInO3F3,2.3467,-2.8070,2.3459,30.0000,12.0120,0.0581,0.0411,0.1124
Cs2WFeO3I3,1.7975,-1.5162,93.2159,30.0000,21.7436,0.0581,0.0479,0.0856
Cs2GeMnBr3I3,1.0367,-1.3201,89.1962,30.0000,21.6407,0.0582,0.0464,0.8315
Cs2SnCuO3Se3,1.1992,-1.2952,118.5832,30.0000,24.7715,0.0582,0.0499,0.3266
Na2SnFeSe3Br3,0.8877,-1.1250,0.2146,30.0000,11.7510,0.0582,0.0341,0.5035
Cs2TaSbS6,1.6235,-1.1282,114.5573,30.0000,24.0995,0.0583,0.0498,0.0812
Cs2ZrWS6,1.5845,-1.5104,118.4415,30.0000,24.5064,0.0583,0.0502,0.0808
Cs2ZrSbO3I3,1.7883,-1.9994,95.9829,30.0000,21.9067,0.0584,0.0482,0.0854
Rb2GeGaO3F3,2.0813,-2.4014,46.8769,30.0000,16.6617,0.0584,0.0442,0.0954
Cs2GeMnS3Se3,1.2661,-1.0681,124.2552,30.0000,25.1581,0.0584,0.0506,0.1617
Cs2GeVS3Br3,1.2613,-1.3665,124.3513,30.0000,25.1704,0.0584,0.0506,0.1653
Cs2VMnO3I3,1.6915,-1.9922,108.7632,30.0000,23.2985,0.0585,0.0494,0.0829
Cs2NbCuSe3Br3,1.0538,-1.3591,96.7098,30.0000,22.1960,0.0585,0.0474,0.8550
Cs2SnFeO3Se3,1.5761,-1.3204,119.8324,30.0000,24.5538,0.0585,0.0504,0.0810
Cs2VFeS3Br3,1.2264,-1.4137,122.5164,30.0000,24.9571,0.0585,0.0504,0.2269
Cs2SnVSe3F3,1.5866,-2.2093,119.1918,30.0000,24.4423,0.0585,0.0503,0.0819
Cs2VZnSe3Br3,1.0640,-1.4133,101.1979,30.0000,22.6272,0.0586,0.0480,0.8656
Cs2CrMnO3I3,1.6963,-1.7048,108.5969,30.0000,23.2026,0.0586,0.0494,0.0837
Cs2SnMoO3Se3,1.6594,-1.4851,113.6372,30.0000,23.7532,0.0586,0.0499,0.0827
Cs2TiCrS3Se3,1.2427,-1.3830,124.3428,30.0000,25.0491,0.0586,0.0507,0.1956
Cs2GeCrS3Se3,1.5157,-1.0491,124.7646,30.0000,25.0347,0.0586,0.0509,0.0815
Cs2MnInO3Se3,1.5682,-1.5562,121.6901,30.0000,24.6424,0.0587,0.0506,0.0815
Cs2SbCuO3Br3,1.1558,-1.4459,117.5354,30.0000,24.3110,0.0587,0.0499,0.5015
Cs2TiInO3I3,1.7531,-2.0768,102.4633,30.0000,22.4351,0.0587,0.0489,0.0852
Cs2MnBiO3Cl3,1.4800,-1.7786,126.9432,30.0000,25.1196,0.0588,0.0511,0.0836
Cs2VSbSe6,1.0372,-1.0277,95.4259,30.0000,21.8822,0.0588,0.0473,0.8559
Cs2MnGaO3Br3,1.4095,-1.7096,129.1622,30.0000,25.3360,0.0589,0.0512,0.0890
Cs2VSbO3Se3,1.6061,-1.7427,120.1979,30.0000,24.3189,0.0589,0.0506,0.0822
Cs2SnWO3Se3,1.7679,-1.5077,101.9171,30.0000,22.2488,0.0589,0.0490,0.0859
Cs2GeNbO3I3,1.7409,-1.9673,105.1782,30.0000,22.6292,0.0589,0.0492,0.0846
Cs2SnCuCl3I3,1.0343,-1.3084,93.1138,30.0000,21.6062,0.0589,0.0470,0.8512
Cs2MoFeO3Br3,1.5684,-1.6439,123.1222,30.0000,24.6060,0.0589,0.0508,0.0822
Cs2CrAgO3Br3,1.5651,-1.5924,123.6536,30.0000,24.6572,0.0590,0.0509,0.0820
Cs2ZrSbSe3Cl3,1.7424,-1.6850,105.7701,30.0000,22.6433,0.0590,0.0493,0.0849
Cs2ZrInO3Br3,1.6668,-2.1564,115.3193,30.0000,23.6691,0.0590,0.0502,0.0839
Cs2SnVO3I3,1.7752,-1.8508,100.7772,30.0000,22.1097,0.0590,0.0489,0.0863
Cs2NbFeO3Br3,1.5693,-2.0380,123.6222,30.0000,24.6250,0.0590,0.0509,0.0821
Cs2SnSbO3Br3,1.7176,-1.5174,109.4052,30.0000,23.0392,0.0591,0.0496,0.0845
Na2TiInO3F3,2.3627,-2.7749,2.5625,30.0000,11.7830,0.0591,0.0413,0.1165
Cs2SbCuSe3Cl3,1.0925,-1.1632,109.4413,30.0000,23.2368,0.0592,0.0490,0.8715
Cs2ZrFeO3Br3,1.5816,-2.0623,123.8872,30.0000,24.5070,0.0592,0.0510,0.0826
Cs2CrMoO3Br3,1.5817,-1.6813,123.8032,30.0000,24.5340,0.0592,0.0510,0.0826
Cs2SnFeSe3Cl3,1.0989,-1.2780,110.9082,30.0000,23.4190,0.0592,0.0492,0.8664
Cs2NbMnO3Br3,1.5792,-2.1049,123.7832,30.0000,24.5385,0.0592,0.0510,0.0826
Rb2SnCrO3F3,2.1708,-2.4123,34.5696,30.0000,15.0573,0.0592,0.0437,0.1015
Cs2GeNbSe3F3,1.5866,-2.2324,124.5152,30.0000,24.5075,0.0594,0.0511,0.0828
Cs2VCuSe3F3,1.5092,-2.1951,128.9024,30.0000,24.9901,0.0594,0.0514,0.0834
Na2TiGaO3F3,2.3651,-2.6598,3.0707,30.0000,11.7352,0.0594,0.0416,0.1165
Cs2VCuO3Br3,1.4949,-1.8952,129.9462,30.0000,25.0309,0.0595,0.0516,0.0842
Cs2VTaS6,1.5696,-1.4522,126.2653,30.0000,24.5995,0.0595,0.0513,0.0828
Cs2GeWO3Se3,1.7119,-1.4825,111.8880,30.0000,23.0056,0.0595,0.0500,0.0853
Cs2GeFeO3Br3,1.3027,-1.5747,132.2043,30.0000,25.3041,0.0596,0.0516,0.1305
K2BiAgI6,0.8820,-0.9591,1.7644,30.0000,11.5098,0.0596,0.0344,0.5121
Cs2SnZnO3Se3,1.6650,-1.3227,118.2750,30.0000,23.6466,0.0596,0.0506,0.0843
Cs2SnGaO3Br3,1.6692,-1.6339,118.1075,30.0000,23.6330,0.0596,0.0506,0.0846
Cs2ZrGaSe3F3,1.6379,-2.2932,121.7133,30.0000,24.0228,0.0596,0.0509,0.0838
Cs2SnNbO3I3,1.8287,-1.9999,96.1305,30.0000,21.2281,0.0596,0.0486,0.0893
Cs2WMnO3Se3,1.7331,-1.5919,110.1057,30.0000,22.7743,0.0597,0.0498,0.0862
Cs2GeBiO3Br3,1.7519,-1.5587,108.0480,30.0000,22.4567,0.0597,0.0497,0.0867
Cs2CrMoO3Se3,1.6107,-1.6027,124.4432,30.0000,24.2632,0.0597,0.0512,0.0837
Cs2TiWS6,1.5924,-1.5185,125.8625,30.0000,24.4216,0.0597,0.0514,0.0835
Cs2SnSbSe3Cl3,1.7881,-1.2081,102.3681,30.0000,21.8465,0.0598,0.0492,0.0878
