Formula,Predicted_Bandgap_eV,Predicted_Ef_eV_atom,Active_Material_Cost_m2,Panel_Lifetime_Years,PCE_Median,LCOE_Median,LCOE_Q10_Best,LCOE_Q90_Worst
Cs2BiAgI6,1.03387,-1.07502,66.06639,30.00000,21.54259,0.05345,0.04305,0.74032
Rb2GeWO3S3,2.04792,-1.61984,32.96930,30.00000,17.27677,0.05347,0.04131,0.08497
Rb2NbZnO3F3,2.02820,-2.71816,35.56322,30.00000,17.59098,0.05348,0.04143,0.08451
Cs2MoFeS3I3,1.42623,-1.10531,97.37209,30.00000,25.26818,0.05353,0.04684,0.07884
K2ZrSbO3F3,2.26739,-2.75422,0.21256,30.00000,13.30417,0.05353,0.03897,0.09545
Cs2ZrFeS3I3,1.36728,-1.38140,97.83791,30.00000,25.35656,0.05355,0.04678,0.08845
Cs2CrWSe6,1.16281,-1.16580,89.22661,30.00000,24.36820,0.05357,0.04580,0.41966
Cs2MoGaSe3Br3,1.27479,-1.35368,96.64757,30.00000,25.24154,0.05357,0.04668,0.13335
Cs2TiInSe3Br3,1.28802,-1.67603,96.87598,30.00000,25.19532,0.05359,0.04669,0.12371
Cs2GeVSe3I3,1.17125,-1.16582,89.91828,30.00000,24.49179,0.05359,0.04593,0.38880
Cs2CrMoS3I3,1.40693,-1.18550,97.79713,30.00000,25.30594,0.05360,0.04678,0.08118
Cs2SnGaSe3Br3,1.54637,-1.24102,94.25373,30.00000,24.79658,0.05362,0.04659,0.07372
Cs2NbZnSe3Br3,1.25567,-1.45788,96.50364,30.00000,25.14218,0.05363,0.04667,0.15567
Cs2MnBiSe3I3,1.06933,-1.09824,76.00959,30.00000,22.66885,0.05363,0.04425,0.76111
Cs2ZrCrS3I3,1.41475,-1.44328,98.26723,30.00000,25.29374,0.05363,0.04687,0.07945
K2TiSbO3Cl3,2.26794,-2.07730,0.16988,30.00000,13.28352,0.05364,0.03901,0.09533
Rb2MoBiO3F3,2.09026,-2.28653,26.74534,30.00000,16.46862,0.05365,0.04080,0.08701
Cs2SnNbSe3Br3,1.18098,-1.44896,91.14759,30.00000,24.53873,0.05369,0.04605,0.35760
Cs2GeInSe3Br3,1.47274,-1.24902,97.93587,30.00000,25.17935,0.05372,0.04695,0.07586
Cs2TiSbSe3Br3,1.24302,-1.48128,95.32437,30.00000,24.98336,0.05374,0.04653,0.17880
Cs2SnFeF3I3,1.39188,-1.95068,99.15748,30.00000,25.39046,0.05374,0.04703,0.08182
Cs2NbMnS3I3,1.45850,-1.26343,97.77875,30.00000,25.19124,0.05375,0.04690,0.07593
Rb2GeTaO3F3,2.03311,-2.68420,36.11351,30.00000,17.47582,0.05375,0.04154,0.08555
Cs2CrAgS3I3,1.29994,-1.12334,98.02257,30.00000,25.30941,0.05376,0.04685,0.11566
Cs2TaMnS3I3,1.63167,-1.27094,89.28106,30.00000,24.02539,0.05376,0.04616,0.07479
Cs2SbZnO3I3,1.45078,-1.34476,98.77409,30.00000,25.27316,0.05377,0.04698,0.07708
Rb2SnMoO6,2.06017,-2.08165,32.18251,30.00000,17.03616,0.05378,0.04132,0.08658
Cs2MnZnCl3I3,1.36683,-1.52183,99.66905,30.00000,25.39693,0.05378,0.04700,0.08697
Rb2WFeO3F3,2.07280,-2.53444,29.96912,30.00000,16.79843,0.05379,0.04107,0.08650
Cs2FeSbO3I3,1.39836,-1.34287,99.85537,30.00000,25.35403,0.05381,0.04708,0.08293
Cs2SnZnBr3I3,1.09285,-1.32609,81.35271,30.00000,23.23873,0.05381,0.04497,0.76617
Cs2TiSbS3I3,1.54382,-1.33967,95.46281,30.00000,24.77554,0.05382,0.04676,0.07435
Cs2NbFeSe3Br3,1.26909,-1.41997,97.53746,30.00000,25.17569,0.05382,0.04681,0.14320
Cs2MnSbF3I3,1.46070,-2.04798,98.93961,30.00000,25.23394,0.05383,0.04703,0.07610
Cs2NbMnSe3Br3,1.27319,-1.52804,97.63775,30.00000,25.19671,0.05383,0.04680,0.13433
Cs2MoSbO3I3,1.55338,-1.41860,95.53574,30.00000,24.73736,0.05384,0.04680,0.07407
Cs2MoInS3I3,1.60139,-1.13588,92.18666,30.00000,24.35758,0.05385,0.04647,0.07486
Cs2MoAgO3I3,1.47100,-1.36304,98.54676,30.00000,25.13100,0.05389,0.04704,0.07579
Cs2AgGaI6,1.05805,-1.15847,74.32326,30.00000,22.36017,0.05389,0.04411,0.76129
Cs2MoFeSe3Br3,1.25111,-1.25482,97.23157,30.00000,25.07844,0.05390,0.04678,0.16068
Cs2MnSbO3I3,1.40924,-1.46228,99.96026,30.00000,25.31682,0.05392,0.04713,0.08085
Rb2SnMoO3S3,2.07938,-1.75791,29.26496,30.00000,16.61746,0.05394,0.04109,0.08727
Cs2GeSbS3I3,1.53316,-0.98471,96.55185,30.00000,24.79571,0.05399,0.04694,0.07430
Rb2ZrGaO3Cl3,2.05685,-2.33778,33.39443,30.00000,17.06293,0.05400,0.04149,0.08602
Rb2ZrFeO3F3,2.03337,-2.76286,36.45196,30.00000,17.45217,0.05400,0.04163,0.08567
Cs2SnSbO3I3,1.59550,-1.34195,93.17962,30.00000,24.39323,0.05403,0.04667,0.07449
Cs2ZrFeSe3Br3,1.24628,-1.60627,97.69681,30.00000,25.01911,0.05404,0.04689,0.17242
Rb2TaSbO6,2.09005,-2.58574,27.71708,30.00000,16.36178,0.05405,0.04102,0.08774
Cs2VZnS3I3,1.38564,-1.21144,101.34280,30.00000,25.36518,0.05406,0.04737,0.08408
Cs2NbFeS3I3,1.52596,-1.23332,97.67836,30.00000,24.89186,0.05406,0.04705,0.07442
Cs2SnInS3I3,1.64177,-1.06985,90.00822,30.00000,23.91500,0.05406,0.04639,0.07519
Cs2MnCuCl3I3,1.28653,-1.36506,99.88850,30.00000,25.23869,0.05411,0.04710,0.12568
Cs2GeCrSe3I3,1.13707,-1.09785,89.80579,30.00000,24.04883,0.05412,0.04595,0.56463
Cs2CrMoSe3Br3,1.22298,-1.32388,97.65615,30.00000,24.98078,0.05412,0.04690,0.20582
Cs2TaMnO3I3,1.59699,-2.03313,93.90013,30.00000,24.37925,0.05413,0.04676,0.07469
Cs2MoWS3Se3,1.51070,-1.11823,99.00543,30.00000,25.00508,0.05415,0.04714,0.07484
Cs2VCuS3I3,1.41665,-1.16824,101.56951,30.00000,25.34737,0.05415,0.04735,0.07925
Cs2FeMnSe3I3,1.12160,-1.16412,87.64580,30.00000,23.80581,0.05419,0.04575,0.64779
K2GeFeS3Br3,0.91687,-1.20664,6.28681,30.00000,13.79424,0.05420,0.03490,0.52673
Cs2SnFeO3I3,1.49592,-1.29892,100.18291,30.00000,25.09299,0.05420,0.04727,0.07541
Cs2MnGaS3I3,1.30989,-1.16047,101.28937,30.00000,25.29600,0.05422,0.04726,0.11413
Rb2GeZnO3S3,2.00674,-1.66450,41.47446,30.00000,17.91599,0.05424,0.04217,0.08491
Cs2AgGaF3I3,1.45424,-1.97329,101.33160,30.00000,25.21161,0.05425,0.04740,0.07774
Cs2WAgS3I3,1.69827,-1.08267,85.57553,30.00000,23.21291,0.05426,0.04605,0.07684
Cs2TaCuSe3Cl3,1.41667,-1.43007,102.17797,30.00000,25.31512,0.05427,0.04748,0.08009
Cs2TiGaSe3Br3,1.36901,-1.63590,101.98016,30.00000,25.33549,0.05430,0.04740,0.08891
Rb2SnBiO3F3,2.11208,-2.36704,25.69071,30.00000,16.02521,0.05431,0.04102,0.08994
Rb2FeSbS3I3,0.93669,-0.95080,19.04906,30.00000,15.24654,0.05433,0.03661,0.57575
Cs2SnMnF3I3,1.52797,-2.06549,99.26094,30.00000,24.89534,0.05433,0.04723,0.07515
Cs2NbCuO3I3,1.44753,-1.84200,102.32870,30.00000,25.29642,0.05435,0.04752,0.07783
Cs2ZrWS3Se3,1.52307,-1.39283,99.48851,30.00000,24.90511,0.05435,0.04731,0.07524
K2MnBiSe6,0.90286,-0.95489,0.35560,30.00000,12.95590,0.05435,0.03404,0.50206
Cs2VMnS3I3,1.41675,-1.27337,102.59229,30.00000,25.35311,0.05436,0.04749,0.07972
K2SnNbO3F3,2.28610,-2.70953,0.21953,30.00000,13.01294,0.05436,0.03932,0.09848
Cs2SnZnF3I3,1.54735,-2.03443,98.09097,30.00000,24.74816,0.05438,0.04710,0.07477
Cs2SnInO3I3,1.61505,-1.45558,94.67679,30.00000,24.26291,0.05439,0.04689,0.07538
Cs2VZnSe3I3,1.10701,-1.21604,87.18092,30.00000,23.53844,0.05444,0.04576,0.77402
Cs2TiFeS3I3,1.31229,-1.34850,102.83127,30.00000,25.32021,0.05448,0.04749,0.10987
Rb2ZrMoO6,2.05794,-2.73992,34.09278,30.00000,16.96312,0.05449,0.04164,0.08778
Cs2VFeS3I3,1.30965,-1.21738,102.48179,30.00000,25.27351,0.05452,0.04749,0.11337
Cs2TiMoSe6,1.21052,-1.32062,98.53415,30.00000,24.80525,0.05453,0.04704,0.25310
Rb2SnCrO3S3,2.07832,-1.76953,31.78962,30.00000,16.61652,0.05453,0.04157,0.08870
Cs2TaFeSe3Cl3,1.45766,-1.54257,103.09974,30.00000,25.21933,0.05454,0.04766,0.07781
Cs2CrWS3Se3,1.41346,-1.25064,104.14635,30.00000,25.33226,0.05454,0.04769,0.08119
Cs2MnSbS3I3,1.16416,-1.10054,94.72616,30.00000,24.36826,0.05459,0.04661,0.41710
Cs2GeVS3I3,1.38384,-1.19871,104.40649,30.00000,25.40853,0.05459,0.04771,0.08491
Cs2TiCrS3I3,1.45412,-1.42373,103.30550,30.00000,25.22366,0.05460,0.04760,0.07788
Cs2TaCuS3I3,1.69121,-1.19183,88.50904,30.00000,23.36555,0.05462,0.04638,0.07681
Cs2TaMnSe3Cl3,1.47590,-1.59604,103.21137,30.00000,25.19201,0.05465,0.04766,0.07649
Cs2GeCrS3I3,1.39338,-1.12772,104.25814,30.00000,25.33395,0.05465,0.04775,0.08472
Cs2MnInO3I3,1.51487,-1.57488,101.62237,30.00000,25.01511,0.05466,0.04754,0.07549
Cs2CrWO3I3,1.63939,-1.59193,93.60560,30.00000,23.96795,0.05467,0.04687,0.07605
Cs2TaZnSe3Cl3,1.50768,-1.50353,101.94896,30.00000,24.97218,0.05471,0.04766,0.07623
Cs2SnBiO3I3,1.72399,-1.38035,85.24437,30.00000,22.84944,0.05471,0.04615,0.07814
Cs2TaCuS3Br3,1.49575,-1.36871,102.95511,30.00000,25.09295,0.05473,0.04768,0.07649
Cs2TaFeS3Br3,1.46885,-1.46573,103.89207,30.00000,25.19040,0.05474,0.04778,0.07708
Cs2VNbSe6,1.19050,-1.27252,98.52608,30.00000,24.67276,0.05474,0.04714,0.30604
Cs2CrMoSe6,1.18690,-1.16888,98.07651,30.00000,24.61133,0.05476,0.04704,0.31270
Cs2VTaS3Se3,1.33940,-1.32249,105.00250,30.00000,25.37269,0.05476,0.04777,0.09892
Cs2TiInS3I3,1.60435,-1.39767,97.01493,30.00000,24.33049,0.05477,0.04717,0.07579
Cs2GeMnCl3I3,1.24349,-1.41739,102.69721,30.00000,25.10978,0.05477,0.04758,0.17865
Cs2GeBiS3I3,1.69908,-1.00659,88.34594,30.00000,23.22581,0.05478,0.04645,0.07743
Cs2CrAgO3I3,1.48528,-1.43704,103.54576,30.00000,25.12756,0.05479,0.04771,0.07759
Cs2TiWS3Se3,1.45913,-1.38939,104.66325,30.00000,25.23978,0.05480,0.04788,0.07753
Cs2MoMnSe6,1.18193,-1.09937,97.74914,30.00000,24.58534,0.05481,0.04700,0.36618
Cs2ZrInS3I3,1.66034,-1.42440,92.59775,30.00000,23.75788,0.05482,0.04684,0.07676
Rb2MoAgO3F3,2.06656,-2.34398,35.22155,30.00000,16.91125,0.05482,0.04183,0.08808
Cs2MoWO3Se3,1.45468,-1.49066,104.74473,30.00000,25.18898,0.05483,0.04788,0.07765
Cs2MoSbSe3Cl3,1.44276,-1.22969,105.22089,30.00000,25.26341,0.05484,0.04789,0.07983
Cs2MnBiO3Br3,1.37930,-1.55926,106.24348,30.00000,25.39611,0.05486,0.04793,0.08829
Cs2MnZnF3I3,1.37200,-2.06525,105.64151,30.00000,25.35321,0.05487,0.04791,0.08858
Cs2GeTaO3I3,1.62925,-1.94254,95.72008,30.00000,24.08768,0.05488,0.04714,0.07601
Cs2MoSbSe3Br3,1.11473,-1.18292,90.61406,30.00000,23.68285,0.05489,0.04621,0.73839
Cs2MoGaS3I3,1.61111,-1.12287,96.78615,30.00000,24.22141,0.05489,0.04718,0.07642
Cs2SnMoSe6,1.11764,-0.99067,91.25291,30.00000,23.76304,0.05490,0.04626,0.72807
Cs2WSbSe3F3,1.57178,-1.83761,100.52224,30.00000,24.60615,0.05490,0.04759,0.07580
Cs2MoSbS3Br3,1.42410,-1.20906,106.05067,30.00000,25.30039,0.05491,0.04803,0.08035
Cs2GeBiO3I3,1.66306,-1.36071,92.70243,30.00000,23.65467,0.05491,0.04693,0.07690
Cs2GeZnBr6,1.23932,-1.47215,102.08921,30.00000,24.97110,0.05491,0.04752,0.18643
Cs2MnCuF3I3,1.36723,-1.97177,105.88768,30.00000,25.35387,0.05492,0.04797,0.08985
Cs2CrMnS3I3,1.53338,-1.23046,102.44310,30.00000,24.87833,0.05493,0.04774,0.07558
Cs2NbZnS3I3,1.62044,-1.24363,96.64340,30.00000,24.13126,0.05494,0.04727,0.07625
Cs2WInS3I3,1.73960,-1.17730,84.39454,30.00000,22.62811,0.05495,0.04609,0.07842
Cs2TaFeO3I3,1.66157,-1.93216,93.80781,30.00000,23.75504,0.05500,0.04697,0.07670
Cs2WSbO3Br3,1.56647,-1.47676,101.13015,30.00000,24.63179,0.05501,0.04761,0.07625
Cs2WMnS3Se3,1.51349,-1.14826,103.77704,30.00000,24.93509,0.05505,0.04788,0.07649
Cs2GeZnCl3I3,1.55911,-1.40570,101.49118,30.00000,24.65363,0.05508,0.04773,0.07632
Cs2GeNbS3I3,1.59451,-1.24505,99.60295,30.00000,24.37887,0.05508,0.04758,0.07616
Cs2FeMnF3I3,1.41041,-1.99721,106.88024,30.00000,25.34504,0.05512,0.04810,0.08317
Cs2MnGaO3I3,1.41412,-1.57981,107.24211,30.00000,25.33737,0.05512,0.04815,0.08239
Cs2VMnSe3Br3,1.21575,-1.49877,102.44610,30.00000,24.87845,0.05514,0.04761,0.23041
Cs2SnGeF3I3,1.57990,-1.99236,101.08312,30.00000,24.57416,0.05515,0.04769,0.07653
Cs2MnZnBr3I3,1.08347,-1.39410,86.47222,30.00000,22.95562,0.05518,0.04568,0.79652
Cs2MnBiO3Se3,1.45308,-1.43303,106.73131,30.00000,25.26552,0.05519,0.04816,0.07936
Rb2CrMnO3F3,2.04493,-2.55262,40.23684,30.00000,17.28824,0.05520,0.04243,0.08904
Cs2ZrSbS3I3,1.69876,-1.34849,91.14812,30.00000,23.27745,0.05521,0.04688,0.07837
Cs2MnSbSe3I3,1.06239,-1.06761,82.24855,30.00000,22.44974,0.05523,0.04527,0.79086
Cs2CuZnCl3I3,1.15769,-1.31563,98.70338,30.00000,24.40091,0.05528,0.04720,0.42968
Na2ZrGaO3F3,2.28923,-2.68847,2.69333,30.00000,12.96175,0.05529,0.03983,0.10025
Cs2NbZnO3I3,1.57463,-1.94813,102.09867,30.00000,24.55422,0.05530,0.04779,0.07639
Cs2GeGaSe3Br3,1.56797,-1.23312,102.95116,30.00000,24.64824,0.05531,0.04792,0.07661
Cs2WFeSe3Cl3,1.57277,-1.34543,102.41655,30.00000,24.56841,0.05533,0.04786,0.07637
Cs2MnSbBr3I3,1.05689,-1.31827,81.93861,30.00000,22.32548,0.05534,0.04514,0.78985
Cs2MoAgSe3I3,1.05366,-1.02564,81.52226,30.00000,22.30890,0.05534,0.04517,0.78604
Cs2SnTaS3I3,1.76019,-1.24948,83.85229,30.00000,22.30486,0.05534,0.04625,0.07956
Cs2SnCuF3I3,1.15572,-1.94164,98.30353,30.00000,24.29293,0.05537,0.04715,0.46073
Cs2NbCuSe3I3,1.06186,-1.16964,83.84194,30.00000,22.48887,0.05540,0.04544,0.79698
Cs2TiFeSe3Br3,1.18859,-1.51958,102.68481,30.00000,24.72696,0.05545,0.04768,0.31008
Rb2GeNbO3Cl3,2.06584,-2.17252,38.36194,30.00000,16.94039,0.05546,0.04241,0.08968
Cs2NbMnO3I3,1.56782,-2.05730,103.36680,30.00000,24.63131,0.05548,0.04797,0.07652
Cs2GeSbO3I3,1.59679,-1.32444,101.78071,30.00000,24.39594,0.05548,0.04783,0.07693
Na2GeBiO3F3,2.25328,-2.18328,8.00350,30.00000,13.50719,0.05551,0.04032,0.09792
Rb2ZrInO3Cl3,2.10804,-2.28362,30.52080,30.00000,16.05171,0.05553,0.04183,0.09123
Cs2WSbS3Br3,1.66894,-1.20826,95.76410,30.00000,23.62499,0.05556,0.04735,0.07791
Cs2CrMoO3I3,1.58268,-1.55668,103.38562,30.00000,24.53895,0.05556,0.04801,0.07694
Cs2GeFeF3I3,1.29973,-1.95288,108.67799,30.00000,25.27708,0.05557,0.04839,0.12236
Cs2ZrInO3I3,1.65465,-2.09511,97.54740,30.00000,23.85013,0.05558,0.04753,0.07765
Cs2GeFeO3I3,1.32120,-1.39133,109.86490,30.00000,25.35455,0.05559,0.04850,0.10660
Cs2TiCrSe3Br3,1.18627,-1.63108,103.15854,30.00000,24.64729,0.05563,0.04769,0.34831
Cs2GeNbSe3Br3,1.15145,-1.36939,99.46533,30.00000,24.23319,0.05564,0.04736,0.50582
Cs2ZrCrSe3Br3,1.14177,-1.64074,98.12567,30.00000,24.05389,0.05565,0.04720,0.56467
Cs2WSbSe3Cl3,1.67889,-1.25803,95.09653,30.00000,23.48541,0.05567,0.04728,0.07815
Cs2SnNbS3Br3,1.53210,-1.38678,106.79194,30.00000,24.88890,0.05567,0.04836,0.07738
Cs2GeMoSe6,1.15279,-0.99856,99.57415,30.00000,24.22857,0.05567,0.04737,0.47930
Cs2VCuO3I3,1.51854,-1.71363,107.61380,30.00000,24.93826,0.05572,0.04838,0.07729
Cs2SnCuS3Se3,1.36891,-0.90135,111.27350,30.00000,25.39887,0.05573,0.04866,0.09079
Cs2TaSbS3Se3,1.67211,-1.12192,96.79155,30.00000,23.55033,0.05579,0.04750,0.07845
Rb2MoInO3Cl3,2.11862,-1.90215,30.33573,30.00000,15.94418,0.05581,0.04185,0.09275
Cs2WInO3I3,1.74689,-1.57236,88.48454,30.00000,22.49737,0.05582,0.04681,0.08034
Cs2WGaS3I3,1.74880,-1.16792,88.23553,30.00000,22.50936,0.05582,0.04676,0.08034
Cs2SnVSe3Cl3,1.39178,-1.57684,111.63532,30.00000,25.35017,0.05585,0.04875,0.08653
Cs2FeMnS3I3,1.16748,-1.17325,101.97669,30.00000,24.38996,0.05587,0.04768,0.43877
Cs2GeMnF3I3,1.51900,-2.02526,108.79757,30.00000,24.96741,0.05587,0.04854,0.07734
Na2GeCuF3I3,0.90884,-1.85992,5.90713,30.00000,13.10738,0.05589,0.03483,0.52532
Rb2VNbO6,2.07379,-2.72891,37.64273,30.00000,16.72263,0.05589,0.04247,0.09045
Cs2WAgO3Br3,1.59486,-1.55086,104.42228,30.00000,24.38937,0.05590,0.04823,0.07758
Rb2GeBiO3F3,2.10184,-2.31969,33.82719,30.00000,16.27962,0.05590,0.04226,0.09195
Cs2TaFeS3I3,1.74283,-1.23987,89.19756,30.00000,22.59041,0.05591,0.04689,0.08003
Na2SbCuSe3Br3,0.89925,-1.01403,0.24961,30.00000,12.42288,0.05592,0.03406,0.50208
Cs2WFeS3I3,1.74613,-1.10211,88.64825,30.00000,22.51966,0.05594,0.04673,0.08073
Cs2ZrCrSe6,1.12922,-1.32564,98.54978,30.00000,23.91857,0.05594,0.04733,0.62849
Cs2VSbS3Se3,1.38435,-1.04653,112.69682,30.00000,25.38112,0.05599,0.04886,0.08790
Cs2ZrMoS3Se3,1.47749,-1.38596,110.62822,30.00000,25.15592,0.05599,0.04880,0.07892
Cs2MoSbSe3F3,1.33555,-1.92012,111.90299,30.00000,25.34813,0.05599,0.04884,0.10595
Cs2TaCuO3Br3,1.51877,-2.00484,109.16635,30.00000,24.92059,0.05604,0.04869,0.07801
Rb2TiInO3Cl3,2.10761,-2.33052,33.20098,30.00000,16.14494,0.05604,0.04224,0.09251
Cs2ZrGaS3I3,1.67935,-1.42177,97.24176,30.00000,23.48168,0.05606,0.04769,0.07953
Cs2SnVS3Br3,1.33320,-1.37044,112.57775,30.00000,25.36010,0.05608,0.04887,0.10260
Cs2SnTaS3Br3,1.68799,-1.45772,96.68581,30.00000,23.37308,0.05610,0.04762,0.07940
K2SbCuSe3I3,0.89686,-0.87776,0.49916,30.00000,12.46095,0.05611,0.03410,0.50237
Cs2SnCrS3Se3,1.42171,-1.04795,112.93904,30.00000,25.31787,0.05612,0.04897,0.08184
Cs2ZrBiS3I3,1.79276,-1.36809,83.54035,30.00000,21.82760,0.05612,0.04639,0.08157
K2TiGaO3F3,2.30640,-2.80848,2.76725,30.00000,12.67729,0.05612,0.04029,0.10293
Cs2CrWS3I3,1.75411,-1.22136,89.00080,30.00000,22.38513,0.05614,0.04688,0.08126
Cs2TiBiS3I3,1.76753,-1.35192,87.14855,30.00000,22.22504,0.05614,0.04666,0.08106
Cs2CuZnF3I3,1.16815,-1.95688,104.55683,30.00000,24.46153,0.05619,0.04802,0.39425
Cs2TaMnO3Br3,1.51646,-2.08485,110.34866,30.00000,24.92532,0.05619,0.04887,0.07839
Cs2WBiO3Br3,1.73375,-1.55610,91.82594,30.00000,22.70071,0.05620,0.04719,0.08024
Cs2SnTaO3I3,1.76518,-2.01404,87.91190,30.00000,22.19881,0.05620,0.04682,0.08119
Rb2SnVO3Cl3,2.12244,-2.08639,31.23202,30.00000,15.87049,0.05623,0.04210,0.09296
Cs2MnInSe6,1.10607,-1.10544,96.52801,30.00000,23.51446,0.05624,0.04710,0.80368
Cs2SnCrO3I3,1.66165,-1.52087,100.63294,30.00000,23.72658,0.05628,0.04805,0.07930
Rb2CrWO3F3,2.12850,-2.61255,30.20191,30.00000,15.73698,0.05628,0.04206,0.09338
Rb2CrMoO3F3,2.09356,-2.60279,36.49184,30.00000,16.43589,0.05629,0.04251,0.09264
K2GeGaO3F3,2.24282,-2.41274,12.95579,30.00000,13.76047,0.05631,0.04101,0.09937
Cs2NbTaS3Se3,1.66661,-1.28996,99.97477,30.00000,23.62120,0.05632,0.04792,0.07948
Cs2WFeS3Br3,1.63393,-1.28317,103.20021,30.00000,23.99212,0.05633,0.04830,0.07880
Cs2FeMnO3I3,1.57482,-1.59178,108.07315,30.00000,24.61467,0.05633,0.04866,0.07826
Cs2TiGaS3I3,1.64757,-1.40289,102.12452,30.00000,23.85621,0.05634,0.04818,0.07895
Cs2GeCuF3I3,1.18862,-1.93603,107.68987,30.00000,24.67963,0.05634,0.04839,0.33600
Cs2GeZnF3I3,1.58028,-2.01984,107.44489,30.00000,24.49901,0.05636,0.04864,0.07827
Na2GeGaS3Cl3,2.25605,-1.25409,10.78319,30.00000,13.52886,0.05636,0.04086,0.10144
Cs2GeInS3I3,1.68789,-1.06530,98.07077,30.00000,23.38278,0.05638,0.04784,0.07993
Cs2ZrFeO3I3,1.64146,-2.00070,103.43450,30.00000,23.98187,0.05639,0.04831,0.07900
Cs2FeZnF3I3,1.16698,-1.96792,105.52435,30.00000,24.40049,0.05642,0.04816,0.43255
Rb2GeSbO3F3,2.07359,-2.33431,40.06701,30.00000,16.72031,0.05643,0.04290,0.09190
Cs2NbMnSe3Cl3,1.32658,-1.58279,114.83015,30.00000,25.33649,0.05645,0.04918,0.10970
Cs2SbCuO3I3,1.11517,-1.30910,98.98954,30.00000,23.69285,0.05645,0.04738,0.76715
Cs2SnMoS3Se3,1.60199,-1.01655,106.91160,30.00000,24.36714,0.05645,0.04855,0.07871
Cs2SnTaO3Br3,1.65904,-2.09289,102.14130,30.00000,23.76432,0.05645,0.04822,0.07936
Cs2MoFeSe3Cl3,1.43154,-1.30362,114.26373,30.00000,25.25340,0.05646,0.04918,0.08279
Cs2SnTaSe3Cl3,1.70811,-1.60023,96.00644,30.00000,23.05326,0.05646,0.04763,0.08002
Cs2NbFeSe3Cl3,1.31856,-1.51755,114.69164,30.00000,25.32554,0.05648,0.04917,0.11090
Cs2MoFeS3Br3,1.40967,-1.27708,115.25409,30.00000,25.35385,0.05648,0.04926,0.08431
K2ZrInO3F3,2.31631,-2.79748,2.12422,30.00000,12.49070,0.05649,0.04029,0.10521
Cs2VCuSe3Br3,1.12910,-1.31003,101.42442,30.00000,23.92067,0.05650,0.04772,0.66177
Cs2MoMnS3Se3,1.41766,-1.13531,115.95865,30.00000,25.37226,0.05652,0.04934,0.08396
Cs2NbFeS3Br3,1.37324,-1.41307,115.69018,30.00000,25.38496,0.05654,0.04933,0.09148
Cs2FeCuF3I3,1.15674,-1.91315,105.76998,30.00000,24.36761,0.05656,0.04828,0.45236
Cs2SbAgO3Se3,1.49599,-1.27374,113.23716,30.00000,25.07913,0.05656,0.04915,0.07874
Rb2GeGaO3Cl3,2.06598,-1.85966,41.92773,30.00000,16.92536,0.05656,0.04303,0.09189
Cs2MoFeO3I3,1.65458,-1.51915,102.91096,30.00000,23.81269,0.05657,0.04835,0.07963
Cs2SnNbSe3Cl3,1.61863,-1.61038,105.94939,30.00000,24.14973,0.05660,0.04861,0.07868
K2GeFeSe3Br3,0.90065,-1.20402,5.13727,30.00000,12.81306,0.05661,0.03481,0.52273
Cs2MoBiO3Br3,1.66946,-1.55210,101.24165,30.00000,23.59851,0.05661,0.04817,0.08000
Cs2SnZnI6,1.00318,-1.16187,72.09419,30.00000,20.38203,0.05664,0.04404,0.78302
Cs2NbCuS3Br3,1.27631,-1.33511,114.52457,30.00000,25.20811,0.05666,0.04923,0.14636
Cs2NbCuSe3Cl3,1.24346,-1.40271,113.54724,30.00000,25.10315,0.05667,0.04910,0.18667
Cs2SnSbS3Br3,1.65330,-1.07058,103.15063,30.00000,23.76369,0.05667,0.04833,0.07955
Cs2GeTaS3I3,1.76000,-1.24887,91.09504,30.00000,22.34361,0.05668,0.04716,0.08212
Cs2MoSbO3Br3,1.53810,-1.54198,112.67117,30.00000,24.87039,0.05671,0.04917,0.07862
Cs2GeTaO3Br3,1.54506,-2.01294,112.12579,30.00000,24.78076,0.05671,0.04913,0.07851
Cs2SnGaO3I3,1.69269,-1.49676,99.53592,30.00000,23.30552,0.05671,0.04802,0.08052
Cs2VFeSe3Br3,1.12668,-1.37704,102.33573,30.00000,23.87251,0.05672,0.04783,0.69675
Cs2MoInO3I3,1.71856,-1.59472,97.08864,30.00000,22.99896,0.05673,0.04790,0.08115
Cs2TaSbO3Se3,1.66406,-1.88130,102.25162,30.00000,23.60480,0.05674,0.04825,0.07965
Rb2GeVO3Cl3,2.06983,-1.99472,41.90712,30.00000,16.81606,0.05675,0.04305,0.09250
Cs2SnMnS3Se3,1.22640,-1.06627,112.50510,30.00000,24.98536,0.05676,0.04901,0.21934
Cs2WGaO3I3,1.75501,-1.61295,92.71533,30.00000,22.38461,0.05683,0.04747,0.08214
Cs2NbTaO3Se3,1.63463,-2.13170,105.81198,30.00000,24.01365,0.05685,0.04859,0.07958
Cs2CrMoS3Se3,1.30869,-1.19087,116.41942,30.00000,25.28625,0.05685,0.04946,0.11678
Cs2NbZnSe3Cl3,1.53682,-1.46909,113.26435,30.00000,24.84850,0.05687,0.04930,0.07904
Rb2GeMoO3S3,2.09023,-1.62801,38.98394,30.00000,16.39950,0.05688,0.04300,0.09317
Cs2NbSbS3Se3,1.62619,-1.06132,106.90642,30.00000,24.10966,0.05688,0.04872,0.07883
Rb2GeInO3F3,2.07029,-2.40294,42.26980,30.00000,16.78657,0.05689,0.04323,0.09253
