Formula,Predicted_Bandgap_eV,Predicted_Ef_eV_atom,Active_Material_Cost_m2,Panel_Lifetime_Years,Derate_Factor,Delta_Chi,Tolerance_Factor,Mu_Ratio,PCE_Median,LCOE_Median,LCOE_Q10_Best,LCOE_Q90_Worst,PCE_Old_Median,LCOE_Old_Median,Rank_Old,Rank_New,Rank_Delta
Rb2ZrGaO3Br3,1.76199,-2.14892,26.21910,30.00000,0.85000,0.48000,1.02305,0.39881,22.31519,0.04418,0.03756,0.06128,22.27526,0.04422,2000.00000,1908.00000,92.00000
Rb2ZrWO3S3,1.76650,-2.06076,26.22109,30.00000,0.85000,0.86000,1.03585,0.40741,22.24641,0.04427,0.03759,0.06148,22.24495,0.04423,2001.00000,1917.00000,84.00000
Na2NbMnO3F3,2.01061,-2.81778,0.14797,30.00000,0.85000,0.54000,0.97172,0.47417,17.91097,0.04430,0.03537,0.06689,17.92794,0.04424,2002.00000,1920.00000,82.00000
K2TiCrO6,2.01251,-2.65510,0.05878,30.00000,0.85000,0.00000,1.06946,0.43571,17.87566,0.04433,0.03538,0.06700,17.91670,0.04425,2003.00000,1923.00000,80.00000
Rb2SbZnO3Cl3,1.72039,-1.86430,30.16287,30.00000,0.85000,0.28000,1.03346,0.41745,22.95379,0.04424,0.03795,0.06061,22.89206,0.04427,2004.00000,1913.00000,91.00000
Li2GeCuBr6,0.98031,-1.19809,5.42333,30.00000,0.65455,0.00000,0.74260,0.32143,14.29356,0.05298,0.03930,0.51037,18.98149,0.04431,2005.00000,2371.00000,-366.00000
Rb2TaCuO3Cl3,1.75521,-2.15654,27.62595,30.00000,0.85000,0.28000,1.02669,0.42679,22.41310,0.04434,0.03773,0.06139,22.44388,0.04431,2005.00000,1924.00000,81.00000
Rb2CrMnO3S3,1.64015,-1.73792,36.51043,30.00000,0.85000,0.86000,1.04966,0.38889,23.96980,0.04434,0.03853,0.05984,23.94728,0.04436,2007.00000,1925.00000,82.00000
K2GeVO3Cl3,1.93299,-1.90016,9.60480,30.00000,0.85000,0.28000,1.07223,0.33333,19.33586,0.04446,0.03617,0.06525,19.39392,0.04436,2007.00000,1935.00000,72.00000
Rb2ZrSbO3Br3,1.80514,-2.05169,23.05083,30.00000,0.85000,0.48000,1.02742,0.39286,21.61579,0.04437,0.03733,0.06243,21.62158,0.04436,2007.00000,1926.00000,81.00000
Rb2ZrCrO3Br3,1.78158,-2.13907,25.63674,30.00000,0.85000,0.48000,1.02414,0.39732,21.99796,0.04442,0.03759,0.06205,22.04402,0.04437,2010.00000,1931.00000,79.00000
Na2SnGaO3Cl3,1.99308,-1.74666,2.20376,30.00000,0.85000,0.28000,0.93707,0.40810,18.23185,0.04432,0.03554,0.06647,18.18584,0.04438,2011.00000,1921.00000,90.00000
Na2GeVO3F3,1.90500,-2.41294,12.43261,30.00000,0.85000,0.54000,1.02699,0.39483,19.84291,0.04439,0.03641,0.06453,19.86804,0.04438,2011.00000,1928.00000,83.00000
Rb2VNbO3Se3,1.77743,-2.19609,25.96017,30.00000,0.81530,0.89000,1.05756,0.34911,21.16290,0.04556,0.03845,0.06396,22.10121,0.04440,2013.00000,2021.00000,-8.00000
K2NbSbO3S3,2.01360,-1.76047,0.25413,30.00000,0.85000,0.86000,1.02909,0.38272,17.85671,0.04441,0.03542,0.06717,17.84266,0.04441,2014.00000,1930.00000,84.00000
K2GeBiO3Cl3,1.96021,-1.68881,6.74759,30.00000,0.85000,0.28000,1.01981,0.40187,18.83474,0.04451,0.03596,0.06600,18.88644,0.04444,2015.00000,1939.00000,76.00000
Rb2GeGaS3I3,1.78855,-1.00971,25.15304,30.00000,0.83120,0.08000,1.01911,0.28465,21.40116,0.04506,0.03800,0.06333,21.87027,0.04446,2016.00000,1977.00000,39.00000
Rb2TiCrO3Cl3,1.65192,-2.25150,36.23847,30.00000,0.85000,0.28000,1.06146,0.38006,23.84950,0.04443,0.03853,0.06012,23.79199,0.04447,2017.00000,1933.00000,84.00000
Rb2MoFeO3Cl3,1.70694,-1.75768,32.41266,30.00000,0.85000,0.28000,1.05788,0.38474,23.14326,0.04445,0.03822,0.06078,23.12264,0.04447,2017.00000,1934.00000,83.00000
Rb2GeFeO3Cl3,1.56111,-1.77405,41.40502,30.00000,0.85000,0.28000,1.07235,0.36604,24.69719,0.04447,0.03898,0.05967,24.64864,0.04448,2019.00000,1936.00000,83.00000
Na2GeNbO3F3,1.92474,-2.49862,10.84276,30.00000,0.85000,0.54000,1.00052,0.43173,19.48467,0.04452,0.03630,0.06520,19.47970,0.04448,2019.00000,1941.00000,78.00000
K2GeCuCl3I3,0.98315,-1.23704,5.23035,30.00000,0.82637,0.50000,0.97814,0.31421,18.39920,0.04512,0.03481,0.50658,18.72179,0.04449,2021.00000,1987.00000,34.00000
Rb2NbFeO3Cl3,1.70669,-2.17966,32.57291,30.00000,0.85000,0.28000,1.04611,0.40031,23.14660,0.04447,0.03824,0.06083,23.10399,0.04449,2021.00000,1938.00000,83.00000
K2GeGaSe3Cl3,1.95425,-1.31435,7.66545,30.00000,0.80342,0.61000,1.01199,0.30343,17.90421,0.04613,0.03710,0.06898,18.97494,0.04451,2023.00000,2066.00000,-43.00000
Rb2GeWO3Se3,1.77509,-1.47948,26.59653,30.00000,0.79490,0.89000,1.06928,0.33432,20.66360,0.04636,0.03906,0.06531,22.09129,0.04452,2024.00000,2075.00000,-51.00000
Rb2MnGaO3S3,1.65375,-1.85489,36.89258,30.00000,0.85000,0.86000,1.04850,0.39043,23.82846,0.04457,0.03863,0.06037,23.82244,0.04456,2025.00000,1942.00000,83.00000
K2CrMoO6,2.01606,-2.11521,0.23673,30.00000,0.85000,0.00000,1.07346,0.43036,17.81281,0.04447,0.03544,0.06735,17.74783,0.04456,2025.00000,1937.00000,88.00000
Rb2WInO3Br3,1.83237,-1.69386,21.46776,30.00000,0.85000,0.48000,1.01015,0.41667,21.15284,0.04462,0.03727,0.06338,21.15551,0.04457,2027.00000,1949.00000,78.00000
Rb2SnWS6,1.81366,-1.11323,23.27470,30.00000,0.85000,0.00000,1.01300,0.35054,21.47097,0.04459,0.03741,0.06297,21.43716,0.04461,2028.00000,1943.00000,85.00000
Rb2MoMnO3Se3,1.78949,-1.56089,25.66072,30.00000,0.83508,0.89000,1.04496,0.36538,21.48646,0.04505,0.03799,0.06331,21.82975,0.04462,2029.00000,1976.00000,53.00000
Rb2WGaS3Cl3,1.78753,-1.38774,25.95721,30.00000,0.83959,0.58000,1.02944,0.33425,21.63480,0.04492,0.03791,0.06305,21.91266,0.04462,2029.00000,1970.00000,59.00000
K2GeWO3S3,1.96216,-1.61052,7.21516,30.00000,0.81897,0.86000,1.05500,0.34877,18.11258,0.04569,0.03674,0.06830,18.76646,0.04462,2029.00000,2033.00000,-4.00000
K2MoWO6,2.02019,-2.13708,0.27396,30.00000,0.85000,0.00000,1.07750,0.42500,17.73592,0.04459,0.03548,0.06769,17.70980,0.04464,2032.00000,1946.00000,86.00000
Rb2SnFeSe3Cl3,1.03698,-1.25084,22.56357,30.00000,0.85000,0.61000,0.99754,0.35224,21.62753,0.04462,0.03666,0.56021,21.59732,0.04465,2033.00000,1948.00000,85.00000
K2MnInO3F3,2.00934,-2.43341,2.29250,30.00000,0.85000,0.54000,1.01939,0.53321,17.93434,0.04478,0.03571,0.06773,17.97031,0.04471,2034.00000,1963.00000,71.00000
Rb2NbCuO3F3,1.68473,-2.61973,35.72926,30.00000,0.85000,0.54000,1.06586,0.50554,23.43631,0.04473,0.03860,0.06099,23.41770,0.04471,2034.00000,1954.00000,80.00000
Na2VFeO3F3,2.02692,-2.62106,0.09654,30.00000,0.85000,0.54000,0.99667,0.43727,17.61283,0.04474,0.03553,0.06814,17.56873,0.04471,2034.00000,1956.00000,78.00000
Rb2TiSbO3I3,1.84683,-1.86320,20.43702,30.00000,0.81860,0.78000,1.03601,0.33472,20.12603,0.04577,0.03795,0.06575,20.88882,0.04472,2037.00000,2040.00000,-3.00000
Rb2GeMnO3S3,1.56480,-1.67677,42.45351,30.00000,0.82561,0.86000,1.06987,0.36265,23.95012,0.04549,0.03977,0.06130,24.63461,0.04472,2037.00000,2012.00000,25.00000
K2SnCuF3I3,0.96911,-1.94093,0.45320,30.00000,0.82723,1.32000,0.97389,0.40456,17.43732,0.04538,0.03414,0.48976,17.79113,0.04474,2039.00000,2004.00000,35.00000
Rb2GeFeS3Se3,1.07455,-0.96150,29.87860,30.00000,0.85000,0.03000,1.02775,0.30759,22.81748,0.04465,0.03758,0.57227,22.78114,0.04475,2040.00000,1952.00000,88.00000
Li2GeVO3Cl3,1.93157,-1.90785,11.69794,30.00000,0.70448,0.28000,0.78145,0.33333,16.04467,0.05051,0.04031,0.07684,19.47465,0.04476,2041.00000,2254.00000,-213.00000
K2MoAgO3F3,1.99454,-2.32119,3.89322,30.00000,0.85000,0.54000,0.99660,0.56827,18.20485,0.04476,0.03582,0.06731,18.16077,0.04478,2042.00000,1958.00000,84.00000
Rb2MnSbS3Se3,1.03039,-0.96996,22.86718,30.00000,0.85000,0.03000,1.01354,0.32592,21.36505,0.04500,0.03675,0.56419,21.53008,0.04484,2043.00000,1974.00000,69.00000
Rb2TiCrO3Br3,1.78900,-2.14049,27.59931,30.00000,0.85000,0.48000,1.04985,0.36310,21.87773,0.04494,0.03793,0.06307,21.89085,0.04489,2044.00000,1971.00000,73.00000
K2ZrMoO6,2.03071,-2.76580,0.25175,30.00000,0.85000,0.00000,1.04604,0.46786,17.54312,0.04488,0.03559,0.06850,17.49829,0.04489,2044.00000,1969.00000,75.00000
K2ZrBiO3Cl3,2.02720,-2.21794,0.18657,30.00000,0.85000,0.28000,0.97849,0.46106,17.60772,0.04477,0.03554,0.06820,17.53686,0.04491,2046.00000,1960.00000,86.00000
Rb2MnGaO6,1.61912,-2.03786,41.41939,30.00000,0.85000,0.00000,1.08545,0.45179,24.18474,0.04500,0.03917,0.06063,24.19074,0.04496,2047.00000,1973.00000,74.00000
Rb2FeSbSe3Cl3,1.03082,-1.27808,22.49286,30.00000,0.83255,0.61000,1.01537,0.32850,20.92917,0.04549,0.03708,0.56280,21.32656,0.04499,2048.00000,2013.00000,35.00000
Rb2VFeO3Cl3,1.70508,-2.06736,35.69364,30.00000,0.85000,0.28000,1.06991,0.36916,23.16947,0.04504,0.03870,0.06170,23.17658,0.04501,2049.00000,1975.00000,74.00000
Na2GeFeO3S3,1.94662,-1.56791,10.65586,30.00000,0.83820,0.86000,0.96416,0.36265,18.81839,0.04544,0.03671,0.06735,19.06687,0.04502,2050.00000,2005.00000,45.00000
Rb2GeZnS3Se3,1.77649,-0.98869,29.43612,30.00000,0.85000,0.03000,1.00856,0.33246,22.08070,0.04507,0.03813,0.06302,22.10431,0.04502,2050.00000,1980.00000,70.00000
Rb2SbCuSe3Cl3,1.02612,-1.17919,22.25552,30.00000,0.85000,0.61000,0.99851,0.35092,21.20018,0.04511,0.03667,0.56340,21.18448,0.04505,2052.00000,1985.00000,67.00000
K2VSbO6,2.03718,-2.34824,0.25114,30.00000,0.85000,0.00000,1.09117,0.40714,17.42598,0.04507,0.03565,0.06905,17.41261,0.04506,2053.00000,1978.00000,75.00000
Rb2SnNbO3I3,1.87200,-1.97218,19.40128,30.00000,0.85000,0.78000,1.00974,0.36944,20.44639,0.04507,0.03723,0.06505,20.39361,0.04507,2054.00000,1981.00000,73.00000
Rb2GeMnI6,1.00795,-1.14315,18.22350,30.00000,0.81561,0.00000,0.99439,0.26705,19.51022,0.04651,0.03693,0.55384,20.49321,0.04508,2055.00000,2092.00000,-37.00000
Rb2TiFeO3Cl3,1.70785,-2.18273,35.90453,30.00000,0.85000,0.28000,1.05432,0.38941,23.13008,0.04511,0.03874,0.06186,23.09084,0.04511,2056.00000,1986.00000,70.00000
Na2SnCrO3S3,2.04300,-1.72891,0.12868,30.00000,0.85000,0.86000,0.93659,0.40278,17.31975,0.04520,0.03570,0.06947,17.35270,0.04512,2057.00000,1996.00000,61.00000
Rb2TiBiO3I3,1.88359,-1.85372,18.37411,30.00000,0.85000,0.78000,1.00262,0.37917,20.23982,0.04514,0.03716,0.06542,20.24911,0.04514,2058.00000,1990.00000,68.00000
Rb2TaFeO3Cl3,1.79674,-2.16670,27.99164,30.00000,0.85000,0.28000,1.04611,0.40031,21.75637,0.04517,0.03803,0.06361,21.76000,0.04515,2059.00000,1993.00000,66.00000
Rb2TiSbO3Br3,1.82798,-1.99682,24.61702,30.00000,0.85000,0.48000,1.05330,0.35863,21.22515,0.04516,0.03771,0.06422,21.22566,0.04518,2060.00000,1991.00000,69.00000
Na2TiCrO3F3,2.03920,-2.82694,0.03748,30.00000,0.85000,0.54000,0.98779,0.45018,17.38933,0.04507,0.03564,0.06911,17.32449,0.04518,2060.00000,1979.00000,81.00000
K2SnSbO3F3,2.03969,-2.35184,0.23919,30.00000,0.85000,0.54000,1.05889,0.47601,17.38037,0.04513,0.03568,0.06924,17.33259,0.04521,2062.00000,1989.00000,73.00000
Na2SnMoO3S3,2.03898,-1.73396,0.26156,30.00000,0.85000,0.86000,0.94177,0.39506,17.39271,0.04512,0.03568,0.06919,17.31283,0.04522,2063.00000,1988.00000,75.00000
K2VSbSe6,0.95940,-1.01849,0.40847,30.00000,0.84477,0.00000,1.00381,0.28788,17.06281,0.04593,0.03384,0.49164,17.48889,0.04523,2064.00000,2057.00000,7.00000
Li2GeMoO3S3,1.95471,-1.61044,10.59082,30.00000,0.64451,0.86000,0.77198,0.34568,14.36142,0.05406,0.04239,0.08469,18.88369,0.04526,2065.00000,2450.00000,-385.00000
Rb2GeFeSe3Cl3,1.05801,-1.29719,29.39833,30.00000,0.80894,0.61000,1.02968,0.31003,21.21614,0.04654,0.03856,0.58109,22.22005,0.04526,2065.00000,2094.00000,-29.00000
Rb2SnCuCl3I3,1.00933,-1.31237,18.69217,30.00000,0.85000,0.50000,0.97016,0.35411,20.42850,0.04532,0.03622,0.55508,20.49509,0.04526,2065.00000,2001.00000,64.00000
Na2SnNbO3Cl3,2.04250,-2.02465,0.19068,30.00000,0.85000,0.28000,0.93294,0.41433,17.32901,0.04520,0.03570,0.06946,17.28694,0.04528,2068.00000,1997.00000,71.00000
K2MoBiO3F3,2.04026,-2.27251,0.29623,30.00000,0.85000,0.54000,1.04324,0.49815,17.37000,0.04516,0.03570,0.06932,17.25684,0.04529,2069.00000,1992.00000,77.00000
Na2MnGaO3F3,2.02101,-2.41694,2.98373,30.00000,0.85000,0.54000,0.97661,0.46679,17.72110,0.04528,0.03594,0.06897,17.71478,0.04530,2070.00000,1999.00000,71.00000
Rb2SnSbO3Cl3,1.80904,-1.78753,27.38124,30.00000,0.85000,0.28000,1.04495,0.40187,21.54901,0.04531,0.03801,0.06410,21.54097,0.04530,2070.00000,2000.00000,70.00000
Na2GeMoO3S3,1.96256,-1.58862,9.64119,30.00000,0.82452,0.86000,0.97633,0.34568,18.22923,0.04609,0.03702,0.06899,18.71100,0.04532,2072.00000,2064.00000,8.00000
Rb2GeMnBr3I3,1.01856,-1.31016,20.74170,30.00000,0.80730,0.30000,1.00731,0.28245,19.79839,0.04669,0.03747,0.56104,20.73336,0.04534,2073.00000,2100.00000,-27.00000
Na2VTaO6,2.04400,-2.85585,0.95625,30.00000,0.85000,0.00000,0.99137,0.42143,17.30164,0.04544,0.03585,0.06994,17.28694,0.04539,2074.00000,2006.00000,68.00000
Rb2TiGaO3Br3,1.81048,-2.13628,28.16511,30.00000,0.85000,0.48000,1.04871,0.36458,21.52599,0.04550,0.03814,0.06443,21.53426,0.04544,2075.00000,2014.00000,61.00000
Rb2GeCuF3I3,1.02965,-1.93510,25.58939,30.00000,0.79012,1.32000,1.03027,0.35897,19.78739,0.04776,0.03860,0.57684,21.40123,0.04546,2076.00000,2148.00000,-72.00000
K2NbSbO6,2.05336,-2.57505,0.27165,30.00000,0.85000,0.00000,1.06416,0.44286,17.13193,0.04554,0.03584,0.07043,17.15426,0.04547,2077.00000,2019.00000,58.00000
Rb2VMnO3Cl3,1.73135,-2.12603,35.77061,30.00000,0.85000,0.28000,1.06991,0.36916,22.78457,0.04547,0.03883,0.06283,22.80533,0.04548,2078.00000,2009.00000,69.00000
Li2GeWO3S3,1.98624,-1.64385,8.31786,30.00000,0.64475,0.86000,0.77021,0.34877,13.92987,0.05449,0.04230,0.08666,18.36346,0.04554,2079.00000,2476.00000,-397.00000
Na2SnCrO3F3,2.05690,-2.38016,0.13039,30.00000,0.85000,0.54000,0.96688,0.48155,17.06788,0.04561,0.03585,0.07067,17.07349,0.04556,2080.00000,2025.00000,55.00000
Rb2GeMoS6,1.73549,-1.08928,35.46176,30.00000,0.85000,0.00000,1.04888,0.30435,22.72564,0.04549,0.03880,0.06292,22.65586,0.04557,2081.00000,2011.00000,70.00000
Rb2TaZnO3Cl3,1.81868,-2.19631,27.52622,30.00000,0.85000,0.28000,1.02446,0.42991,21.38501,0.04555,0.03809,0.06468,21.34208,0.04559,2082.00000,2020.00000,62.00000
Rb2MnSbO3F3,1.75698,-2.37039,34.14941,30.00000,0.85000,0.54000,1.09955,0.45941,22.38714,0.04562,0.03872,0.06352,22.41919,0.04560,2083.00000,2028.00000,55.00000
Na2SnVO3F3,2.05605,-2.46192,0.18872,30.00000,0.85000,0.54000,0.98528,0.45387,17.08270,0.04560,0.03585,0.07063,17.07258,0.04561,2084.00000,2024.00000,60.00000
Rb2WBiO3Cl3,1.87515,-1.82574,21.61666,30.00000,0.85000,0.28000,1.02894,0.42368,20.38913,0.04562,0.03759,0.06607,20.33873,0.04561,2084.00000,2026.00000,58.00000
K2SnGaO3F3,2.03687,-2.39264,2.32730,30.00000,0.85000,0.54000,1.05362,0.48339,17.43177,0.04557,0.03600,0.06998,17.40100,0.04562,2086.00000,2023.00000,63.00000
Na2SnCrO6,2.05772,-2.11319,0.13113,30.00000,0.85000,0.00000,0.96118,0.46607,17.05279,0.04564,0.03586,0.07075,17.06183,0.04562,2086.00000,2029.00000,57.00000
K2SnFeO3F3,2.06050,-2.26732,0.12805,30.00000,0.85000,0.54000,1.04711,0.49262,17.00134,0.04572,0.03589,0.07098,17.02908,0.04566,2088.00000,2035.00000,53.00000
Na2SnWO6,2.05482,-2.08941,0.20047,30.00000,0.85000,0.00000,0.96471,0.46071,17.10534,0.04557,0.03584,0.07052,17.06704,0.04567,2089.00000,2022.00000,67.00000
Rb2SbCuS3I3,1.00464,-0.92562,18.88162,30.00000,0.85000,0.08000,0.98495,0.32921,20.18914,0.04567,0.03628,0.55731,20.19333,0.04569,2090.00000,2032.00000,58.00000
Rb2ZrMoO3S3,1.79583,-2.06188,30.83228,30.00000,0.85000,0.86000,1.03813,0.40432,21.76936,0.04572,0.03845,0.06450,21.76988,0.04569,2090.00000,2034.00000,56.00000
Na2ZrInO3Cl3,2.04632,-2.19770,2.01461,30.00000,0.85000,0.28000,0.89547,0.47352,17.26064,0.04577,0.03606,0.07063,17.24908,0.04572,2092.00000,2042.00000,50.00000
Na2WGaO3Cl3,2.04671,-1.72352,1.92340,30.00000,0.85000,0.28000,0.95611,0.38006,17.25384,0.04576,0.03605,0.07062,17.23803,0.04573,2093.00000,2039.00000,54.00000
Rb2GeWS6,1.80232,-1.09038,30.41434,30.00000,0.85000,0.00000,1.04669,0.30707,21.66173,0.04578,0.03843,0.06473,21.65335,0.04574,2094.00000,2043.00000,51.00000
Rb2SnZnO3S3,1.79231,-1.70634,30.93130,30.00000,0.85000,0.86000,1.01145,0.44136,21.82161,0.04566,0.03845,0.06434,21.77628,0.04575,2095.00000,2031.00000,64.00000
Na2GeWO3S3,1.99735,-1.54382,7.71846,30.00000,0.82721,0.86000,0.97409,0.34877,17.66758,0.04652,0.03699,0.07073,18.10010,0.04575,2095.00000,2093.00000,2.00000
Na2FeMnSe3I3,0.95806,-0.99622,0.47814,30.00000,0.82511,0.11000,0.89972,0.30861,16.56056,0.04679,0.03424,0.49225,17.15244,0.04576,2097.00000,2105.00000,-8.00000
K2TiFeO3F3,2.06146,-2.68825,0.04623,30.00000,0.85000,0.54000,1.06959,0.46125,16.98425,0.04573,0.03589,0.07103,16.94269,0.04578,2098.00000,2036.00000,62.00000
Rb2WAgO3Cl3,1.83463,-1.73799,27.36670,30.00000,0.85000,0.28000,0.98787,0.48287,21.11439,0.04587,0.03818,0.06556,21.11907,0.04579,2099.00000,2050.00000,49.00000
Na2VMnO3F3,2.06237,-2.67891,0.10006,30.00000,0.85000,0.54000,0.99667,0.43727,16.96772,0.04577,0.03591,0.07114,16.92527,0.04580,2100.00000,2041.00000,59.00000
Rb2NbTaO3S3,1.83671,-2.13440,26.79114,30.00000,0.85000,0.86000,1.04502,0.39506,21.07856,0.04580,0.03811,0.06548,21.05115,0.04580,2100.00000,2045.00000,55.00000
Na2CrMnO3F3,2.06345,-2.52681,0.02767,30.00000,0.85000,0.54000,0.97784,0.46494,16.94858,0.04579,0.03591,0.07121,16.89829,0.04582,2102.00000,2044.00000,58.00000
K2SnWO6,2.06369,-2.05383,0.20297,30.00000,0.85000,0.00000,1.05115,0.46071,16.94419,0.04584,0.03594,0.07131,16.96922,0.04582,2102.00000,2046.00000,56.00000
Rb2SnGeI6,0.99430,-1.02911,17.22027,30.00000,0.82968,0.00000,0.98643,0.27727,19.14130,0.04678,0.03652,0.55419,19.75130,0.04583,2104.00000,2104.00000,0.00000
K2GeTaO3F3,1.99581,-2.68212,8.54506,30.00000,0.85000,0.54000,1.09164,0.43173,18.18048,0.04590,0.03659,0.06940,18.20591,0.04583,2104.00000,2053.00000,51.00000
Na2GeBiO3Cl3,2.00726,-1.62458,7.18278,30.00000,0.85000,0.28000,0.94124,0.40187,17.97239,0.04589,0.03649,0.06973,17.99439,0.04587,2106.00000,2051.00000,55.00000
Rb2NbCuSe3Br3,1.00695,-1.30512,19.35384,30.00000,0.85000,0.41000,0.98276,0.34772,20.30411,0.04562,0.03634,0.55841,20.13187,0.04587,2106.00000,2027.00000,79.00000
Na2ZrInO3F3,2.04649,-2.78081,2.29448,30.00000,0.85000,0.54000,0.91773,0.56089,17.25768,0.04585,0.03611,0.07077,17.21205,0.04589,2108.00000,2047.00000,61.00000
Rb2SbZnO3F3,1.77745,-2.35621,33.37909,30.00000,0.85000,0.54000,1.07375,0.49446,22.06483,0.04586,0.03873,0.06433,22.00135,0.04589,2108.00000,2048.00000,60.00000
K2WMnO6,2.06732,-2.17915,0.15002,30.00000,0.85000,0.00000,1.06285,0.44464,16.87862,0.04594,0.03597,0.07162,16.86836,0.04591,2110.00000,2059.00000,51.00000
Na2GeInO3Cl3,1.97724,-1.78395,10.80143,30.00000,0.85000,0.28000,0.93294,0.41433,18.52117,0.04591,0.03678,0.06893,18.47079,0.04592,2111.00000,2055.00000,56.00000
K2SnCrO3S3,2.06944,-1.78186,0.13759,30.00000,0.85000,0.86000,1.01438,0.40278,16.83920,0.04600,0.03599,0.07180,16.85884,0.04592,2111.00000,2062.00000,49.00000
K2VMnO3F3,2.06647,-2.75476,0.11537,30.00000,0.85000,0.54000,1.08744,0.43727,16.89361,0.04590,0.03595,0.07153,16.87961,0.04594,2113.00000,2054.00000,59.00000
Na2WGaO3F3,2.04942,-2.34240,2.15926,30.00000,0.85000,0.54000,0.98779,0.45018,17.20413,0.04590,0.03612,0.07098,17.16715,0.04595,2114.00000,2052.00000,62.00000
Rb2CrMnO3Cl3,1.75893,-1.79263,35.64038,30.00000,0.85000,0.28000,1.05196,0.39252,22.36328,0.04595,0.03896,0.06409,22.32779,0.04597,2115.00000,2060.00000,55.00000
Rb2TaCuO3F3,1.81114,-2.67330,30.24726,30.00000,0.85000,0.54000,1.06586,0.50554,21.51369,0.04593,0.03845,0.06519,21.47851,0.04598,2116.00000,2058.00000,58.00000
Rb2TiWO3S3,1.83701,-2.01747,28.27188,30.00000,0.83711,0.86000,1.06265,0.37191,20.74909,0.04655,0.03865,0.06682,21.04580,0.04614,2117.00000,2095.00000,22.00000
Rb2SnFeCl3I3,0.99587,-1.35202,18.85642,30.00000,0.84847,0.50000,0.98558,0.33292,19.67962,0.04639,0.03635,0.56016,19.82093,0.04615,2118.00000,2079.00000,39.00000
Rb2MoGaO3Br3,1.85458,-1.71212,26.09268,30.00000,0.85000,0.48000,1.05215,0.36012,20.76146,0.04607,0.03813,0.06634,20.73323,0.04615,2118.00000,2063.00000,55.00000
Rb2SbCuSe3Br3,0.99695,-1.15192,18.70093,30.00000,0.85000,0.41000,0.99022,0.33756,19.77944,0.04621,0.03629,0.55900,19.75513,0.04620,2120.00000,2068.00000,52.00000
Na2SnGeO3S3,2.00585,-1.61902,8.99343,30.00000,0.84746,0.86000,0.95444,0.37654,17.94328,0.04637,0.03683,0.07058,18.00104,0.04624,2121.00000,2078.00000,43.00000
Rb2SbCuS3Br3,1.00526,-1.15479,22.35901,30.00000,0.85000,0.38000,0.99794,0.35000,20.22567,0.04637,0.03679,0.57147,20.30015,0.04625,2122.00000,2076.00000,46.00000
K2MoAgSe3I3,0.95667,-0.96916,2.08267,30.00000,0.85000,0.11000,0.92221,0.36842,16.95860,0.04650,0.03401,0.49922,17.03701,0.04627,2123.00000,2090.00000,33.00000
Rb2WSbO3Cl3,1.87846,-1.79885,24.58034,30.00000,0.85000,0.28000,1.06627,0.37383,20.33173,0.04633,0.03808,0.06735,20.37834,0.04627,2123.00000,2073.00000,50.00000
Na2GeCrO3S3,1.98981,-1.58508,10.79817,30.00000,0.83107,0.86000,0.97076,0.35340,17.88530,0.04691,0.03733,0.07119,18.22041,0.04632,2125.00000,2110.00000,15.00000
K2GeNbO3Cl3,2.00936,-2.03635,8.63883,30.00000,0.85000,0.28000,1.04774,0.36449,17.93396,0.04630,0.03675,0.07053,17.91662,0.04633,2126.00000,2070.00000,56.00000
Na2SnTaO3F3,2.07428,-2.75140,0.82490,30.00000,0.85000,0.54000,0.96090,0.49077,16.74965,0.04633,0.03617,0.07257,16.71793,0.04635,2127.00000,2071.00000,56.00000
Rb2VTaO3S3,1.84207,-2.10456,28.81260,30.00000,0.82759,0.86000,1.06866,0.36420,20.43175,0.04711,0.03900,0.06793,20.94990,0.04637,2128.00000,2120.00000,8.00000
K2ZrInO3Cl3,2.06816,-2.26553,1.88406,30.00000,0.85000,0.28000,0.97022,0.47352,16.86302,0.04640,0.03628,0.07253,16.84971,0.04637,2128.00000,2080.00000,48.00000
K2GeFeS3I3,0.96630,-0.96299,5.36378,30.00000,0.84057,0.08000,0.99253,0.29084,17.51118,0.04646,0.03463,0.51124,17.52357,0.04639,2130.00000,2088.00000,42.00000
Rb2FeMnO3F3,1.73853,-2.42260,39.82658,30.00000,0.85000,0.54000,1.08718,0.47601,22.67477,0.04637,0.03947,0.06443,22.62251,0.04640,2131.00000,2077.00000,54.00000
K2MoMnO6,2.08215,-2.04475,0.22545,30.00000,0.85000,0.00000,1.06548,0.44107,16.60647,0.04642,0.03615,0.07298,16.55771,0.04640,2131.00000,2081.00000,50.00000
Rb2MoAgO3Cl3,1.82199,-1.69861,31.93458,30.00000,0.85000,0.28000,0.98995,0.47975,21.32893,0.04651,0.03878,0.06638,21.36948,0.04641,2133.00000,2091.00000,42.00000
K2GeFeO3S3,2.00720,-1.61546,9.69925,30.00000,0.83585,0.86000,1.04424,0.36265,17.67460,0.04699,0.03723,0.07182,18.00479,0.04641,2133.00000,2114.00000,19.00000
Na2GeSbO3Cl3,2.01033,-1.70901,8.73021,30.00000,0.85000,0.28000,0.97594,0.35202,17.91632,0.04635,0.03678,0.07065,17.87254,0.04642,2135.00000,2074.00000,61.00000
K2SnGaO3Cl3,2.06829,-1.82997,2.05328,30.00000,0.85000,0.28000,1.01529,0.40810,16.86058,0.04645,0.03631,0.07262,16.85739,0.04643,2136.00000,2087.00000,49.00000
