Formula,Predicted_Bandgap_eV,Predicted_Ef_eV_atom,Active_Material_Cost_m2,Panel_Lifetime_Years,Derate_Factor,Delta_Chi,Tolerance_Factor,Mu_Ratio,PCE_Median,LCOE_Median,LCOE_Q10_Best,LCOE_Q90_Worst,PCE_Old_Median,LCOE_Old_Median,Rank_Old,Rank_New,Rank_Delta,Lifetime_Ef_current,Lifetime_Ef_future
Rb2SnZnI6,1.05856,-1.13217,14.29827,30.0,0.85,0.0,0.95089,0.325,22.34255,0.04216,0.03536,0.51826,22.4106,0.04215,1783.0,1678.0,105.0,20.0,30.0
Rb2MnSbSe3I3,1.07016,-1.01881,16.39391,30.0,0.8467,0.11,0.99321,0.29785,22.60289,0.04232,0.03569,0.52064,22.78052,0.04216,1787.0,1697.0,90.0,20.0,30.0
Rb2GeMnBr6,1.15156,-1.46261,24.17274,30.0,0.85,0.0,1.02145,0.29974,24.25001,0.04208,0.03651,0.31901,24.19139,0.04216,1787.0,1661.0,126.0,20.0,30.0
Rb2MnSbO3Cl3,1.46448,-1.81564,30.79036,30.0,0.85,0.28,1.0555,0.38785,25.20773,0.0421,0.03726,0.05714,25.17957,0.04216,1787.0,1668.0,119.0,20.0,30.0
Rb2TiInO3I3,1.6883,-2.03495,21.59724,30.0,0.85,0.78,0.99461,0.39028,23.38861,0.04217,0.03655,0.05697,23.37446,0.04217,1790.0,1681.0,109.0,20.0,30.0
K2WFeO3F3,1.92992,-2.53913,0.1468,30.0,0.85,0.54,1.07094,0.45941,19.39007,0.04227,0.03466,0.06133,19.4543,0.04218,1791.0,1693.0,98.0,20.0,30.0
Rb2TiGaSe3Br3,1.69277,-1.61187,21.34859,30.0,0.83272,0.41,1.01035,0.31091,22.8456,0.0427,0.03691,0.05792,23.32019,0.0422,1792.0,1739.0,53.0,20.0,30.0
Rb2GeVSe3Br3,1.15055,-1.35523,24.53989,30.0,0.7752,0.41,1.04161,0.27157,22.0255,0.0446,0.03836,0.34212,24.20042,0.0422,1792.0,1947.0,-155.0,20.0,30.0
Rb2CrMoO3Se3,1.61592,-1.62817,25.79068,30.0,0.82463,0.89,1.05179,0.35651,23.47782,0.04293,0.03747,0.05742,24.1836,0.04221,1794.0,1761.0,33.0,20.0,30.0
K2GeWS6,1.86132,-1.08134,6.56569,30.0,0.85,0.0,1.02317,0.30707,20.63902,0.04215,0.03518,0.05981,20.55953,0.04224,1795.0,1677.0,118.0,20.0,30.0
Rb2CrWO3Se3,1.67941,-1.65408,22.49662,30.0,0.8282,0.89,1.0495,0.35947,22.89186,0.04289,0.03713,0.05808,23.47455,0.04224,1795.0,1756.0,39.0,20.0,30.0
Rb2WFeO3Br3,1.68522,-1.60744,22.13777,30.0,0.85,0.48,1.04415,0.37054,23.42978,0.04223,0.03661,0.05702,23.40685,0.04224,1795.0,1688.0,107.0,20.0,30.0
Rb2VFeSe3F3,1.5921,-2.17927,27.16492,30.0,0.76936,1.43,1.06343,0.36018,22.07251,0.0448,0.03901,0.0604,24.38515,0.04225,1798.0,1967.0,-169.0,20.0,30.0
Rb2GeTaO3I3,1.67475,-1.89119,22.71962,30.0,0.80583,0.78,1.04361,0.325,22.31629,0.04359,0.03768,0.05918,23.52259,0.04225,1798.0,1842.0,-44.0,20.0,30.0
Na2GeCrO3Cl3,1.824,-1.68064,10.44516,30.0,0.85,0.28,0.97258,0.3567,21.29371,0.0422,0.03553,0.05916,21.23838,0.04226,1800.0,1684.0,116.0,20.0,30.0
Rb2GeFeO3Br3,1.34121,-1.56,32.01354,30.0,0.85,0.48,1.06027,0.3497,25.39999,0.04224,0.03737,0.07022,25.33511,0.04227,1801.0,1689.0,112.0,20.0,30.0
Rb2GeNbSe3F3,1.52591,-2.19054,30.03766,30.0,0.76347,1.43,1.067,0.35562,22.33175,0.04508,0.03945,0.06081,24.85716,0.04228,1802.0,1982.0,-180.0,20.0,30.0
Rb2GeMnO3Se3,1.43394,-1.46797,32.38555,30.0,0.81337,0.89,1.05872,0.34763,24.19005,0.04343,0.03832,0.06071,25.29171,0.04228,1802.0,1825.0,-23.0,20.0,30.0
Na2GeFeCl3I3,1.01497,-1.19786,5.52351,30.0,0.78245,0.5,0.92599,0.29302,19.0047,0.0444,0.03567,0.49935,20.55167,0.04229,1804.0,1929.0,-125.0,20.0,30.0
Rb2MoWS6,1.65541,-1.19681,24.1417,30.0,0.85,0.0,1.0338,0.32337,23.81003,0.04227,0.03678,0.05673,23.77941,0.0423,1805.0,1692.0,113.0,20.0,30.0
K2VSbO3S3,1.93145,-1.69232,0.23426,30.0,0.82289,0.86,1.05259,0.35185,18.74307,0.04314,0.03523,0.06301,19.37481,0.0423,1805.0,1784.0,21.0,20.0,30.0
Rb2GeBiS3I3,1.71194,-0.99757,20.57984,30.0,0.85,0.08,0.99234,0.31931,23.07192,0.04231,0.03649,0.05743,23.03234,0.04231,1807.0,1696.0,111.0,20.0,30.0
Rb2MoSbSe3I3,1.06132,-0.96768,15.78792,30.0,0.82949,0.11,1.00338,0.28469,21.8612,0.04299,0.036,0.52335,22.49957,0.04233,1808.0,1767.0,41.0,20.0,30.0
Rb2GeWS3Se3,1.64499,-1.03889,24.9181,30.0,0.84744,0.03,1.03709,0.29581,23.85077,0.04237,0.03691,0.0568,23.84646,0.04234,1809.0,1703.0,106.0,20.0,30.0
Rb2CrMnO3Se3,1.59904,-1.65043,27.55888,30.0,0.84317,0.89,1.03933,0.37278,24.18082,0.04253,0.03725,0.05672,24.314,0.04236,1810.0,1725.0,85.0,20.0,30.0
Rb2ZrCrO3Se3,1.63448,-2.08541,25.91905,30.0,0.85,0.89,1.02279,0.39497,24.0222,0.04237,0.03696,0.05668,24.00576,0.04236,1810.0,1702.0,108.0,20.0,30.0
K2MoSbO3F3,1.93214,-2.31604,0.32164,30.0,0.85,0.54,1.08604,0.43911,19.35164,0.04236,0.0347,0.06154,19.37391,0.04236,1810.0,1701.0,109.0,20.0,30.0
Rb2GeSbO3I3,1.66613,-1.28435,24.06297,30.0,0.79003,0.78,1.05244,0.31389,21.96879,0.04429,0.03825,0.06016,23.64587,0.04238,1813.0,1918.0,-105.0,20.0,30.0
Li2GeVO3F3,1.7934,-2.34476,14.08156,30.0,0.74842,0.54,0.79129,0.39483,19.18449,0.04574,0.03836,0.06486,21.80272,0.04238,1813.0,2038.0,-225.0,20.0,30.0
Rb2NbSbS6,1.61824,-1.08961,26.82896,30.0,0.85,0.0,1.02329,0.33696,24.194,0.04238,0.03705,0.05653,24.16779,0.04239,1815.0,1704.0,111.0,20.0,30.0
Rb2ZrGaSe3F3,1.63374,-2.29503,26.11652,30.0,0.81771,1.43,1.02782,0.40729,23.10903,0.04339,0.03774,0.05833,24.03527,0.04239,1815.0,1822.0,-7.0,20.0,30.0
Rb2MoFeO3Br3,1.64937,-1.65433,25.34411,30.0,0.85,0.48,1.04643,0.36756,23.88204,0.04242,0.03693,0.05689,23.85246,0.04243,1817.0,1708.0,109.0,20.0,30.0
Rb2SnTaO3I3,1.75381,-1.94237,17.82738,30.0,0.85,0.78,1.00974,0.36944,22.43724,0.04243,0.03627,0.05825,22.36294,0.04244,1818.0,1709.0,109.0,20.0,30.0
Rb2NbCuSe3I3,1.06448,-1.17236,16.73638,30.0,0.85,0.11,0.97084,0.32775,22.52215,0.04245,0.03569,0.52507,22.56795,0.04244,1818.0,1712.0,106.0,20.0,30.0
Rb2MnCuBr3I3,1.06361,-1.28223,17.23262,30.0,0.85,0.3,0.97091,0.33053,22.49326,0.04256,0.03577,0.52749,22.61869,0.04245,1820.0,1729.0,91.0,20.0,30.0
Rb2TiFeO3Br3,1.61787,-2.06579,27.40368,30.0,0.85,0.48,1.04302,0.37202,24.19869,0.04248,0.03713,0.05668,24.23805,0.04245,1820.0,1717.0,103.0,20.0,30.0
Rb2SnGaSe3Cl3,1.68261,-1.32707,23.28365,30.0,0.85,0.61,1.00243,0.34565,23.46322,0.04242,0.03677,0.05728,23.4014,0.04246,1822.0,1706.0,116.0,20.0,30.0
Rb2MnGaS6,1.43413,-1.17703,33.25997,30.0,0.85,0.0,1.01812,0.34375,25.30607,0.04245,0.03757,0.05896,25.30662,0.04246,1822.0,1713.0,109.0,20.0,30.0
Rb2SnBiO3I3,1.76372,-1.32629,17.00553,30.0,0.85,0.78,0.98575,0.40278,22.28884,0.04242,0.0362,0.05843,22.27773,0.04246,1822.0,1707.0,115.0,20.0,30.0
Na2GeCrO6,1.8097,-2.1583,12.72981,30.0,0.85,0.0,1.00017,0.40893,21.53789,0.04239,0.03579,0.05921,21.50309,0.04246,1822.0,1705.0,117.0,20.0,30.0
Rb2FeMnO3Se3,1.62028,-1.50126,27.36499,30.0,0.85,0.89,1.03265,0.38166,24.17541,0.0425,0.03713,0.05675,24.12759,0.04251,1826.0,1719.0,107.0,20.0,30.0
Rb2WMnS6,1.65595,-1.23567,25.68204,30.0,0.85,0.0,1.02225,0.33832,23.8036,0.04256,0.03701,0.0572,23.79437,0.04251,1826.0,1728.0,98.0,20.0,30.0
Li2WGaO3F3,1.91783,-2.39652,2.34735,30.0,0.73218,0.54,0.76108,0.45018,16.88798,0.04649,0.03765,0.0691,19.58197,0.04252,1828.0,2089.0,-261.0,20.0,30.0
Rb2VFeS3Br3,1.13698,-1.40133,25.15425,30.0,0.83466,0.38,1.02697,0.31184,23.59535,0.04296,0.03704,0.39263,24.03222,0.04253,1829.0,1764.0,65.0,20.0,30.0
Rb2WGaS3Br3,1.71334,-1.3259,21.41488,30.0,0.84664,0.38,1.01981,0.32105,22.9612,0.04259,0.0367,0.0579,23.0003,0.04253,1829.0,1730.0,99.0,20.0,30.0
Rb2GeFeSe3F3,1.26168,-1.91485,31.84514,30.0,0.76546,1.43,1.06581,0.35714,22.56453,0.04527,0.03954,0.11571,25.11624,0.04254,1831.0,1998.0,-167.0,20.0,30.0
Rb2GeMnS3Se3,1.21155,-1.02623,29.9228,30.0,0.85,0.03,1.02775,0.30759,24.82649,0.04246,0.03721,0.16739,24.79439,0.04255,1832.0,1716.0,116.0,20.0,30.0
Rb2TiGaSe3F3,1.62304,-2.31005,28.03429,30.0,0.784,1.43,1.054,0.37234,22.23763,0.04477,0.03885,0.06051,24.17822,0.04256,1833.0,1961.0,-128.0,20.0,30.0
Rb2VZnO3Br3,1.64283,-1.74014,26.83774,30.0,0.85,0.48,1.03628,0.38095,23.94667,0.04263,0.03712,0.05716,23.88357,0.0426,1834.0,1734.0,100.0,20.0,30.0
Rb2SnCrO3Br3,1.67843,-1.66467,24.5443,30.0,0.85,0.48,1.03072,0.38839,23.51832,0.0426,0.03693,0.05752,23.47759,0.0426,1834.0,1732.0,102.0,20.0,30.0
Li2GeWO6,1.85708,-2.17144,9.39729,30.0,0.78734,0.0,0.77728,0.40357,19.1827,0.04465,0.03699,0.06417,20.75147,0.0426,1834.0,1951.0,-117.0,20.0,30.0
Na2GeNbO3Cl3,1.85161,-1.92321,9.3786,30.0,0.85,0.28,0.96703,0.36449,20.81327,0.04254,0.03555,0.06026,20.73431,0.04261,1837.0,1726.0,111.0,20.0,30.0
K2GeFeSe3Cl3,1.00995,-1.28109,6.36946,30.0,0.81186,0.61,1.0069,0.31003,19.51231,0.04388,0.03517,0.50418,20.43979,0.04263,1838.0,1876.0,-38.0,20.0,30.0
Li2WGaO3Cl3,1.9268,-1.82444,2.07152,30.0,0.7055,0.28,0.75499,0.38006,16.13957,0.04774,0.03842,0.07176,19.43844,0.04264,1839.0,2146.0,-307.0,20.0,30.0
K2TaMnO3F3,1.93704,-2.96093,0.8222,30.0,0.85,0.54,1.06022,0.47417,19.26213,0.04259,0.03482,0.06204,19.21573,0.04264,1839.0,1731.0,108.0,20.0,30.0
Rb2CrMoO3Br3,1.66592,-1.66788,25.51116,30.0,0.85,0.48,1.0533,0.35863,23.67538,0.04263,0.03702,0.05743,23.61864,0.04265,1841.0,1736.0,105.0,20.0,30.0
Rb2ZrBiS3I3,1.78468,-1.35557,16.62171,30.0,0.85,0.08,0.95818,0.36634,21.94759,0.0427,0.03625,0.05927,21.98455,0.04266,1842.0,1740.0,102.0,20.0,30.0
Na2CrMoO6,1.94439,-2.08325,0.23665,30.0,0.85,0.0,0.98518,0.43036,19.12506,0.04264,0.03478,0.06227,19.08759,0.04267,1843.0,1737.0,106.0,20.0,30.0
Rb2NbFeO3Br3,1.67572,-2.01602,25.43386,30.0,0.85,0.48,1.03516,0.38244,23.55319,0.04273,0.03705,0.0577,23.59766,0.04268,1844.0,1744.0,100.0,20.0,30.0
Rb2GeVSe3F3,1.54401,-2.12734,32.14852,30.0,0.71846,1.43,1.09147,0.32523,20.88952,0.04738,0.04117,0.06454,24.81707,0.04271,1845.0,2134.0,-289.0,20.0,30.0
K2MnGaO3F3,1.92501,-2.42718,2.69633,30.0,0.85,0.54,1.06555,0.46679,19.47951,0.04272,0.03503,0.06203,19.48738,0.04271,1845.0,1742.0,103.0,20.0,30.0
Rb2WGaSe3Cl3,1.73002,-1.41869,21.32961,30.0,0.82452,0.61,1.02044,0.3219,22.11583,0.0435,0.03726,0.05963,22.79966,0.04272,1847.0,1830.0,17.0,20.0,30.0
Na2ZrWO6,1.94496,-2.77892,0.17262,30.0,0.85,0.0,0.95768,0.47143,19.11446,0.04264,0.03478,0.06229,19.05525,0.04273,1848.0,1738.0,110.0,20.0,30.0
K2FeSbS3I3,0.99108,-0.92182,0.4553,30.0,0.85,0.08,0.97938,0.30817,19.4318,0.04261,0.0336,0.48408,19.25878,0.04273,1848.0,1733.0,115.0,20.0,30.0
Rb2WInO3I3,1.76748,-1.54439,18.38249,30.0,0.85,0.78,0.99561,0.38889,22.23129,0.04276,0.03642,0.05904,22.20181,0.04274,1850.0,1746.0,104.0,20.0,30.0
K2CrWO6,1.94974,-2.2093,0.15834,30.0,0.85,0.0,1.07079,0.43393,19.0245,0.04275,0.03481,0.06259,19.06481,0.04274,1850.0,1745.0,105.0,20.0,30.0
Rb2SnMoO3Se3,1.70828,-1.51878,23.27189,30.0,0.84924,0.89,1.03486,0.3787,23.10219,0.04278,0.03689,0.05814,23.13159,0.04274,1850.0,1749.0,101.0,20.0,30.0
Rb2ZrInO3Br3,1.69417,-2.13938,24.40879,30.0,0.85,0.48,0.98531,0.45238,23.31322,0.04277,0.03699,0.05799,23.26299,0.04275,1853.0,1748.0,105.0,20.0,30.0
K2CrAgSe3I3,0.99055,-0.99684,2.12016,30.0,0.85,0.11,0.91819,0.3744,19.39686,0.04302,0.03385,0.4913,19.58248,0.04276,1854.0,1772.0,82.0,20.0,30.0
Rb2GeVO3Br3,1.53935,-1.88621,32.32155,30.0,0.80948,0.48,1.0854,0.31845,23.63746,0.04399,0.0386,0.05902,24.79975,0.04277,1855.0,1888.0,-33.0,20.0,30.0
Rb2MnInO3Cl3,1.53984,-1.89657,32.72218,30.0,0.85,0.28,1.01015,0.45016,24.84727,0.04279,0.03768,0.05705,24.84203,0.04279,1856.0,1751.0,105.0,20.0,30.0
Rb2SnMoS6,1.65675,-1.07948,26.83399,30.0,0.85,0.0,1.01504,0.34783,23.79367,0.04277,0.03718,0.05756,23.72238,0.04282,1857.0,1747.0,110.0,20.0,30.0
Rb2GeVSe3Cl3,1.16955,-1.50275,29.65941,30.0,0.76687,0.61,1.05193,0.28232,21.98117,0.04564,0.03935,0.28598,24.45758,0.04283,1858.0,2030.0,-172.0,20.0,30.0
Rb2TiGaSe3Cl3,1.67817,-1.77508,25.84305,30.0,0.82616,0.61,1.01942,0.32322,22.84981,0.04357,0.03768,0.05916,23.49109,0.04286,1859.0,1837.0,22.0,20.0,30.0
Rb2GeSbSe3Cl3,1.66876,-1.12003,26.74192,30.0,0.79191,0.61,1.0391,0.29815,21.99184,0.04477,0.03864,0.06099,23.64256,0.04286,1859.0,1962.0,-103.0,20.0,30.0
Rb2SnSbO3Br3,1.72647,-1.53164,22.16907,30.0,0.85,0.48,1.03405,0.38393,22.86126,0.04282,0.0368,0.05844,22.8221,0.04288,1861.0,1752.0,109.0,20.0,30.0
Rb2MnSbO6,1.4892,-1.99953,34.83985,30.0,0.85,0.0,1.09081,0.44464,25.11724,0.0429,0.03788,0.05773,25.08368,0.04289,1862.0,1759.0,103.0,20.0,30.0
Na2GeGaS3Br3,1.88047,-1.15554,8.05451,30.0,0.8133,0.38,0.93995,0.30263,19.41375,0.04401,0.03634,0.06349,20.30385,0.04289,1862.0,1891.0,-29.0,20.0,30.0
Rb2CrWO3Br3,1.72777,-1.70018,22.26592,30.0,0.85,0.48,1.051,0.36161,22.84082,0.04286,0.03682,0.0585,22.81265,0.04289,1862.0,1755.0,107.0,20.0,30.0
Rb2ZrFeO3Br3,1.68943,-2.09054,25.46759,30.0,0.85,0.48,1.01764,0.40625,23.37453,0.0429,0.03712,0.05817,23.36744,0.0429,1865.0,1758.0,107.0,20.0,30.0
Rb2GeFeO3Se3,1.56059,-1.3991,32.33388,30.0,0.81337,0.89,1.05872,0.34763,23.61549,0.04401,0.03856,0.05904,24.65294,0.0429,1865.0,1890.0,-25.0,20.0,30.0
Rb2GeInO3Br3,1.6128,-1.60649,30.32681,30.0,0.85,0.48,1.02523,0.39583,24.24401,0.04295,0.03754,0.0574,24.26417,0.04291,1867.0,1763.0,104.0,20.0,30.0
Rb2GeGaSe3Br3,1.69015,-1.24919,24.96504,30.0,0.8069,0.41,1.02524,0.29188,22.1595,0.04418,0.03807,0.06033,23.2988,0.04291,1867.0,1907.0,-40.0,20.0,30.0
Rb2GeMoSe6,1.09474,-0.99809,23.43648,30.0,0.83484,0.0,1.03004,0.28283,22.86566,0.04339,0.0369,0.53248,23.33255,0.04291,1867.0,1823.0,44.0,20.0,30.0
Rb2SnMnO3S3,1.5901,-1.79022,31.59221,30.0,0.85,0.86,1.03245,0.41204,24.45838,0.04296,0.03766,0.05734,24.4456,0.04293,1870.0,1765.0,105.0,20.0,30.0
Rb2SnCrO3Se3,1.69974,-1.50957,24.80929,30.0,0.85,0.89,1.02934,0.38609,23.24466,0.04292,0.03707,0.05829,23.22863,0.04293,1870.0,1760.0,110.0,20.0,30.0
Rb2MnBiSe3I3,1.04334,-1.07988,15.05016,30.0,0.85,0.11,0.96475,0.33612,21.86917,0.04285,0.03553,0.52719,21.79584,0.04294,1872.0,1754.0,118.0,20.0,30.0
Rb2MnSbO3S3,1.594,-1.61345,31.43676,30.0,0.85,0.86,1.05317,0.38426,24.42421,0.04297,0.03765,0.05738,24.42726,0.04296,1873.0,1766.0,107.0,20.0,30.0
Rb2SnVO3I3,1.75519,-1.8227,20.43554,30.0,0.82712,0.78,1.03065,0.34167,21.81021,0.04366,0.03718,0.06035,22.40584,0.04297,1874.0,1854.0,20.0,20.0,30.0
Rb2ZrMoO3Se3,1.71266,-2.11569,24.24008,30.0,0.85,0.89,1.02824,0.38757,23.06076,0.043,0.03704,0.05856,23.08321,0.04297,1874.0,1768.0,106.0,20.0,30.0
Na2SnCrSe6,0.98575,-0.99463,0.36192,30.0,0.85,0.0,0.9052,0.32955,19.10972,0.04301,0.0336,0.48518,19.13213,0.04297,1874.0,1770.0,104.0,20.0,30.0
Rb2WMnO3Se3,1.73668,-1.59138,22.39706,30.0,0.83838,0.89,1.0427,0.36834,22.3949,0.04338,0.03713,0.05952,22.7206,0.04298,1877.0,1820.0,57.0,20.0,30.0
Rb2NbTaO3Se3,1.74139,-2.16971,21.76131,30.0,0.84924,0.89,1.03486,0.3787,22.61284,0.04301,0.03681,0.05895,22.60905,0.04299,1878.0,1769.0,109.0,20.0,30.0
Na2NbFeO3F3,1.96117,-2.6727,0.14479,30.0,0.85,0.54,0.97172,0.47417,18.81672,0.04302,0.03491,0.06334,18.83964,0.043,1879.0,1773.0,106.0,20.0,30.0
Na2SnWO3S3,1.96016,-1.6403,0.1919,30.0,0.85,0.86,0.93969,0.39815,18.83523,0.04301,0.03491,0.06329,18.83922,0.043,1879.0,1771.0,108.0,20.0,30.0
Rb2MnSbBr3I3,1.04669,-1.29471,16.24626,30.0,0.82958,0.3,0.99427,0.29928,21.44028,0.0436,0.03614,0.53088,21.90666,0.043,1879.0,1843.0,36.0,20.0,30.0
Rb2NbTaO6,1.64179,-2.88472,29.16881,30.0,0.85,0.0,1.08146,0.45714,23.95422,0.04304,0.03746,0.05779,23.97702,0.04301,1882.0,1776.0,106.0,20.0,30.0
Rb2SnFeO3Cl3,1.6156,-1.83536,30.88091,30.0,0.85,0.28,1.0346,0.41589,24.21706,0.04308,0.03763,0.0576,24.26472,0.04302,1883.0,1782.0,101.0,20.0,30.0
Rb2GeCuO3Se3,1.18817,-1.36036,31.92543,30.0,0.84317,0.89,1.03933,0.37278,24.44644,0.04324,0.0377,0.22128,24.64608,0.04303,1884.0,1799.0,85.0,20.0,30.0
Rb2NbFeO3I3,1.75213,-1.9045,20.98337,30.0,0.84416,0.78,1.01904,0.35694,22.30905,0.04318,0.03686,0.05947,22.41969,0.04304,1885.0,1788.0,97.0,20.0,30.0
K2WBiO3Cl3,1.96135,-1.76572,0.21234,30.0,0.85,0.28,1.00418,0.42368,18.81346,0.04304,0.03492,0.06338,18.75595,0.04305,1886.0,1778.0,108.0,20.0,30.0
K2FeMnCl3I3,0.98341,-1.36589,0.40519,30.0,0.83412,0.5,0.97261,0.3217,18.5955,0.04372,0.03392,0.48605,19.06528,0.04305,1886.0,1862.0,24.0,20.0,30.0
Rb2GeGaO3I3,1.68322,-1.40946,26.77952,30.0,0.79809,0.78,1.04801,0.31944,21.9995,0.04474,0.03854,0.06116,23.45815,0.04305,1886.0,1957.0,-71.0,20.0,30.0
Rb2TiCrSe6,1.07223,-1.34005,20.97271,30.0,0.85,0.0,1.01015,0.30808,22.75497,0.04303,0.03629,0.53786,22.70875,0.04308,1889.0,1775.0,114.0,20.0,30.0
Na2SnInO3Cl3,1.94647,-1.74863,1.92645,30.0,0.85,0.28,0.90119,0.46417,19.08606,0.04307,0.03507,0.06309,19.0236,0.0431,1890.0,1779.0,111.0,20.0,30.0
Rb2FeMnO3S3,1.47908,-1.65364,36.1716,30.0,0.85,0.86,1.04271,0.39815,25.16444,0.0431,0.03806,0.05826,25.17181,0.0431,1890.0,1783.0,107.0,20.0,30.0
Rb2GeCrO3Br3,1.59455,-1.64803,32.23128,30.0,0.84362,0.48,1.06733,0.34077,24.2298,0.04331,0.03791,0.05792,24.40545,0.04312,1892.0,1809.0,83.0,20.0,30.0
Rb2WFeO3I3,1.78584,-1.50559,18.72317,30.0,0.832,0.78,1.02746,0.34583,21.4635,0.0437,0.03698,0.061,21.93369,0.04313,1893.0,1858.0,35.0,20.0,30.0
Na2GeMnI6,0.99356,-1.01053,4.19018,30.0,0.7878,0.0,0.91068,0.26705,18.1055,0.04533,0.03543,0.49984,19.65127,0.04317,1894.0,2002.0,-108.0,20.0,30.0
Rb2MoInO3Br3,1.72413,-1.69975,24.30364,30.0,0.85,0.48,1.01228,0.41369,22.89814,0.04319,0.0371,0.059,22.86617,0.04317,1894.0,1792.0,102.0,20.0,30.0
Rb2GeGaSe3F3,1.59709,-2.00204,32.46625,30.0,0.75527,1.43,1.07181,0.34954,21.61638,0.04643,0.04028,0.06302,24.37004,0.04318,1896.0,2082.0,-186.0,20.0,30.0
K2ZrWO6,1.96797,-2.78937,0.17727,30.0,0.85,0.0,1.0435,0.47143,18.69146,0.0432,0.03498,0.06382,18.6609,0.04318,1896.0,1794.0,102.0,20.0,30.0
Rb2ZrBiO3I3,1.80142,-1.88158,17.50594,30.0,0.85,0.78,0.97993,0.41111,21.6772,0.04319,0.03647,0.06038,21.67951,0.04319,1898.0,1793.0,105.0,20.0,30.0
Rb2GeCrO3Se3,1.59901,-1.54548,32.55481,30.0,0.80127,0.89,1.06574,0.33876,22.95319,0.04479,0.03903,0.06033,24.38509,0.04319,1898.0,1965.0,-67.0,20.0,30.0
Na2ZrBiO3Cl3,1.96909,-2.05595,0.1833,30.0,0.85,0.28,0.90311,0.46106,18.67016,0.04323,0.03499,0.0639,18.67892,0.04321,1900.0,1796.0,104.0,20.0,30.0
Rb2FeSbO3Cl3,1.62861,-1.80655,30.7332,30.0,0.85,0.28,1.0555,0.38785,24.08536,0.04318,0.03765,0.05791,24.04361,0.04322,1901.0,1789.0,112.0,20.0,30.0
Rb2FeMnO3Br3,1.69281,-1.73078,27.05941,30.0,0.85,0.48,1.03405,0.38393,23.32937,0.04325,0.03737,0.05875,23.33335,0.04323,1902.0,1800.0,102.0,20.0,30.0
Rb2TiMoO3Se3,1.70501,-2.05042,25.9671,30.0,0.82097,0.89,1.05409,0.35355,22.36629,0.04413,0.03794,0.06033,23.12432,0.04323,1902.0,1901.0,1.0,20.0,30.0
Rb2GeNbO3I3,1.72424,-1.90276,24.95117,30.0,0.80583,0.78,1.04361,0.325,21.69646,0.04474,0.03825,0.06162,22.92395,0.04324,1904.0,1955.0,-51.0,20.0,30.0
K2CrMoO3F3,1.97367,-2.60322,0.23314,30.0,0.85,0.54,1.08188,0.44465,18.58659,0.04335,0.03504,0.06424,18.63389,0.04324,1904.0,1816.0,88.0,20.0,30.0
Rb2GeVS3Cl3,1.42162,-1.48766,37.85467,30.0,0.78027,0.58,1.06216,0.29315,23.20269,0.04554,0.04001,0.06499,25.31672,0.04324,1904.0,2018.0,-114.0,20.0,30.0
Rb2SnZnS3Se3,1.74722,-1.00477,22.59287,30.0,0.85,0.03,0.97783,0.37435,22.54127,0.04323,0.03695,0.05945,22.5235,0.04324,1904.0,1797.0,107.0,20.0,30.0
Rb2TiWO3Se3,1.74639,-2.05018,22.63071,30.0,0.82463,0.89,1.05179,0.35651,21.87732,0.04402,0.03754,0.0608,22.54281,0.04324,1904.0,1892.0,12.0,20.0,30.0
Rb2SnGeO3Se3,1.65759,-1.37837,29.24804,30.0,0.82996,0.89,1.04836,0.36095,23.21244,0.04384,0.03801,0.05931,23.71364,0.04325,1909.0,1871.0,38.0,20.0,30.0
K2VFeO3F3,1.97218,-2.65257,0.11219,30.0,0.85,0.54,1.08744,0.43727,18.61394,0.04328,0.035,0.06408,18.63236,0.04326,1910.0,1804.0,106.0,20.0,30.0
Na2SnFeO3F3,1.97379,-2.28392,0.11722,30.0,0.85,0.54,0.95971,0.49262,18.58434,0.04333,0.03502,0.0642,18.62249,0.04326,1910.0,1813.0,97.0,20.0,30.0
Rb2TiCrO3Se3,1.68366,-2.10723,27.91365,30.0,0.82996,0.89,1.04836,0.36095,22.89317,0.04391,0.03792,0.05974,23.43569,0.04328,1912.0,1879.0,33.0,20.0,30.0
Na2SnMoSe6,0.97872,-0.91214,0.42121,30.0,0.85,0.0,0.90952,0.32323,18.64406,0.04364,0.03364,0.48722,18.81981,0.04329,1913.0,1849.0,64.0,20.0,30.0
Na2WBiO3Cl3,1.97319,-1.67271,0.21098,30.0,0.85,0.28,0.92682,0.42368,18.59548,0.04333,0.03503,0.06419,18.55922,0.0433,1914.0,1814.0,100.0,20.0,30.0
Rb2TaMnO3Cl3,1.68804,-2.20321,28.03833,30.0,0.85,0.28,1.04611,0.40031,23.39261,0.04336,0.03749,0.05886,23.39219,0.0433,1914.0,1817.0,97.0,20.0,30.0
K2MoFeO3F3,1.97062,-2.39272,0.21916,30.0,0.85,0.54,1.07366,0.45572,18.64312,0.04327,0.03501,0.06401,18.65852,0.04331,1916.0,1802.0,114.0,20.0,30.0
Rb2FeMnSe3Br3,1.05554,-1.30137,20.45712,30.0,0.85,0.41,0.99779,0.32741,22.2572,0.04345,0.03627,0.54468,22.38033,0.04332,1917.0,1828.0,89.0,20.0,30.0
Rb2MoInO3I3,1.7758,-1.55106,20.39032,30.0,0.85,0.78,0.9976,0.38611,22.0917,0.04329,0.03676,0.06009,22.02448,0.04332,1917.0,1805.0,112.0,20.0,30.0
