Formula,Predicted_Bandgap_eV,Predicted_Ef_eV_atom,Active_Material_Cost_m2,Panel_Lifetime_Years,Derate_Factor,Delta_Chi,Tolerance_Factor,Mu_Ratio,PCE_Median,LCOE_Median,LCOE_Q10_Best,LCOE_Q90_Worst,PCE_Old_Median,LCOE_Old_Median,Rank_Old,Rank_New,Rank_Delta,Lifetime_Ef_current,Lifetime_Ef_future
Rb2NbCuO3Cl3,1.61364,-2.11187,32.06715,30.0,0.85,0.28,1.02669,0.42679,24.23739,0.04327,0.0378,0.0579,24.17879,0.04333,1919.0,1803.0,116.0,20.0,30.0
Rb2ZrCrO3S3,1.58511,-2.08299,33.65861,30.0,0.85,0.86,1.03245,0.41204,24.50355,0.04329,0.03793,0.05785,24.45367,0.04333,1919.0,1806.0,113.0,20.0,30.0
Rb2SnGaS3Br3,1.7426,-1.24935,23.39752,30.0,0.85,0.38,1.00185,0.34474,22.61514,0.04332,0.03705,0.05948,22.59588,0.04336,1921.0,1810.0,111.0,20.0,30.0
Rb2VMnO3Br3,1.69897,-2.03851,27.33404,30.0,0.85,0.48,1.05794,0.35268,23.25188,0.04338,0.03744,0.05902,23.24006,0.04336,1921.0,1819.0,102.0,20.0,30.0
Na2GeGaSe3Cl3,1.89795,-1.23946,8.11563,30.0,0.7915,0.61,0.94042,0.30343,18.59795,0.04518,0.03699,0.06602,19.86045,0.04338,1923.0,1994.0,-71.0,20.0,30.0
Rb2ZrBiO3Br3,1.78433,-2.07324,20.42205,30.0,0.85,0.48,0.99346,0.44048,21.95267,0.04344,0.03682,0.06051,22.01088,0.04339,1924.0,1827.0,97.0,20.0,30.0
Rb2SnBiO3Br3,1.78801,-1.48236,19.72998,30.0,0.85,0.48,0.99965,0.43155,21.89496,0.04337,0.03673,0.06046,21.85456,0.0434,1925.0,1818.0,107.0,20.0,30.0
Rb2VCuO3Cl3,1.57185,-2.07173,35.08498,30.0,0.85,0.28,1.04961,0.39564,24.61733,0.04344,0.0381,0.05805,24.61302,0.04342,1926.0,1826.0,100.0,20.0,30.0
Rb2TiCrO3S3,1.5067,-2.1006,37.13799,30.0,0.84252,0.86,1.05907,0.37654,24.80014,0.04361,0.03844,0.05865,24.98542,0.04343,1927.0,1845.0,82.0,20.0,30.0
Rb2GeVS3Br3,1.13007,-1.39266,29.85915,30.0,0.7891,0.38,1.05122,0.28158,22.16263,0.04551,0.03888,0.45341,23.95914,0.04344,1928.0,2017.0,-89.0,20.0,30.0
K2SnFeO3S3,1.97433,-1.62604,0.12672,30.0,0.85,0.86,1.00772,0.41204,18.57425,0.04334,0.03502,0.06424,18.55417,0.04344,1928.0,1815.0,113.0,20.0,30.0
Rb2TiCrO3I3,1.76343,-2.0695,22.40128,30.0,0.82377,0.78,1.03279,0.33889,21.60024,0.04429,0.03761,0.06159,22.28661,0.04344,1928.0,1919.0,9.0,20.0,30.0
K2WGaO3Cl3,1.96113,-1.82426,1.81166,30.0,0.85,0.28,1.03592,0.38006,18.81749,0.0434,0.03518,0.06404,18.79915,0.04346,1931.0,1824.0,107.0,20.0,30.0
Rb2GeSbO3Br3,1.68536,-1.49441,28.86729,30.0,0.83723,0.48,1.0709,0.33631,23.07486,0.04387,0.0379,0.05969,23.42308,0.04348,1932.0,1874.0,58.0,20.0,30.0
Rb2VCuO3F3,1.37556,-2.63385,39.52229,30.0,0.85,0.54,1.09264,0.46863,25.39189,0.04349,0.03843,0.06611,25.38595,0.04348,1932.0,1829.0,103.0,20.0,30.0
Rb2MnGaO3Cl3,1.55982,-1.9024,36.04818,30.0,0.85,0.28,1.05078,0.39408,24.7088,0.04351,0.0382,0.05819,24.70107,0.04348,1932.0,1832.0,100.0,20.0,30.0
Rb2FeMnS3Se3,1.08437,-1.08662,25.22856,30.0,0.85,0.03,1.00462,0.3377,23.06855,0.0435,0.03686,0.54662,23.11064,0.04349,1935.0,1831.0,104.0,20.0,30.0
Li2GeGaSe3Cl3,1.90136,-1.21016,8.63864,30.0,0.60244,0.61,0.76007,0.30343,14.11281,0.05415,0.043,0.08349,19.89487,0.04349,1935.0,2457.0,-522.0,20.0,30.0
K2SnTaO3Cl3,1.97714,-2.07211,0.71194,30.0,0.85,0.28,1.01082,0.41433,18.52304,0.04355,0.03515,0.06467,18.53735,0.04349,1935.0,1834.0,101.0,20.0,30.0
Rb2VSbSe6,1.04808,-1.0285,19.1907,30.0,0.84246,0.0,1.026,0.28788,21.83183,0.04372,0.03628,0.54244,22.00968,0.04349,1935.0,1863.0,72.0,20.0,30.0
Rb2TiInO3Br3,1.72694,-2.12499,26.08724,30.0,0.85,0.48,1.00909,0.41815,22.85486,0.04357,0.03738,0.05965,22.88834,0.04353,1939.0,1836.0,103.0,20.0,30.0
Rb2ZrCrO3I3,1.7839,-2.05197,21.1146,30.0,0.85,0.78,1.00872,0.37083,21.96002,0.04357,0.03692,0.06071,21.93329,0.04355,1940.0,1838.0,102.0,20.0,30.0
Rb2MoGaO3I3,1.77314,-1.57492,21.61916,30.0,0.82034,0.78,1.03493,0.33611,21.3578,0.04442,0.03762,0.06199,22.07474,0.04355,1940.0,1932.0,8.0,20.0,30.0
Na2TiCrSe6,0.97914,-1.28155,0.35078,30.0,0.84829,0.0,0.92006,0.30808,18.63051,0.04364,0.03366,0.48682,18.68485,0.04356,1942.0,1848.0,94.0,20.0,30.0
Na2TiMoSe6,0.97554,-1.17652,0.41714,30.0,0.8429,0.0,0.92452,0.30177,18.25281,0.04417,0.03379,0.48814,18.62325,0.04356,1942.0,1905.0,37.0,20.0,30.0
Rb2AgGaI6,1.03039,-1.11445,16.37797,30.0,0.85,0.0,0.9286,0.35682,21.36505,0.0437,0.03579,0.53758,21.43352,0.04356,1942.0,1859.0,83.0,20.0,30.0
Na2GeCuCl3I3,0.99356,-1.11156,5.47071,30.0,0.80035,0.5,0.91105,0.31421,18.39993,0.04519,0.03536,0.50509,19.52731,0.04357,1945.0,1995.0,-50.0,20.0,30.0
Rb2GeInS3I3,1.75849,-1.01163,23.77005,30.0,0.85,0.08,0.98495,0.32921,22.36981,0.04365,0.03718,0.06033,22.42067,0.04357,1945.0,1853.0,92.0,20.0,30.0
Na2SnVO3Cl3,1.98562,-1.89736,0.16227,30.0,0.85,0.28,0.95396,0.38318,18.36949,0.04364,0.03514,0.06503,18.42752,0.04357,1945.0,1851.0,94.0,20.0,30.0
Rb2WGaO3I3,1.80118,-1.60623,19.37861,30.0,0.82377,0.78,1.03279,0.33889,21.00366,0.04439,0.03735,0.06247,21.61837,0.04358,1948.0,1927.0,21.0,20.0,30.0
Rb2SbAgO3S3,1.66609,-1.52369,31.01177,30.0,0.85,0.86,0.98611,0.4784,23.67322,0.04364,0.03783,0.05905,23.66108,0.0436,1949.0,1850.0,99.0,20.0,30.0
K2SnBiO3Cl3,1.98196,-1.69859,0.20798,30.0,0.85,0.28,0.98479,0.45171,18.43638,0.04356,0.03511,0.06479,18.39333,0.0436,1949.0,1835.0,114.0,20.0,30.0
K2GeCrO3Cl3,1.89879,-1.72399,9.52446,30.0,0.85,0.28,1.05376,0.3567,19.95714,0.0436,0.0359,0.06306,19.95765,0.0436,1949.0,1844.0,105.0,20.0,30.0
Rb2GeInO3I3,1.7369,-1.39086,25.21866,30.0,0.85,0.78,1.00974,0.36944,22.7019,0.04357,0.03729,0.0598,22.65039,0.0436,1949.0,1839.0,110.0,20.0,30.0
Rb2NbMnO3Br3,1.74112,-2.10042,25.47324,30.0,0.85,0.48,1.03516,0.38244,22.63581,0.04368,0.03735,0.06006,22.66782,0.04362,1953.0,1856.0,97.0,20.0,30.0
Rb2FeMnO3Cl3,1.58882,-1.78594,35.31713,30.0,0.85,0.28,1.04495,0.40187,24.47012,0.04361,0.03819,0.05835,24.47128,0.04362,1953.0,1846.0,107.0,20.0,30.0
Rb2GeGaO3Br3,1.63562,-1.61256,32.63714,30.0,0.8457,0.48,1.06615,0.34226,23.8883,0.04373,0.03805,0.05881,23.99454,0.04362,1953.0,1864.0,89.0,20.0,30.0
Rb2ZrCrO3Cl3,1.63553,-2.20878,32.91781,30.0,0.85,0.28,1.0346,0.41589,24.01153,0.04365,0.03799,0.05867,23.97159,0.04365,1956.0,1852.0,104.0,20.0,30.0
Rb2SnGaS3I3,1.80263,-1.08644,19.75804,30.0,0.85,0.08,0.98863,0.32426,21.65867,0.04366,0.03682,0.06121,21.63531,0.04365,1956.0,1855.0,101.0,20.0,30.0
Li2GeWS6,1.92233,-1.06405,7.46329,30.0,0.67521,0.0,0.76444,0.30707,15.51046,0.05048,0.04034,0.07681,19.55113,0.04368,1958.0,2251.0,-293.0,20.0,30.0
Rb2SbCuO3F3,1.15508,-2.26366,33.52592,30.0,0.85,0.54,1.07641,0.49077,24.29412,0.0437,0.03786,0.32799,24.35874,0.04369,1959.0,1860.0,99.0,20.0,30.0
Rb2FeMnO6,1.36872,-1.85299,40.77274,30.0,0.85,0.0,1.07881,0.46071,25.40196,0.04371,0.0386,0.06767,25.36717,0.04369,1959.0,1861.0,98.0,20.0,30.0
Na2GeVO3Cl3,1.89021,-1.85277,10.53648,30.0,0.85,0.28,0.98962,0.33333,20.11507,0.04361,0.03599,0.06292,20.02193,0.04371,1961.0,1847.0,114.0,20.0,30.0
Rb2GeZnI6,1.03752,-1.14393,18.04602,30.0,0.8441,0.0,0.97773,0.28864,21.49087,0.04388,0.03613,0.54149,21.66002,0.04371,1961.0,1875.0,86.0,20.0,30.0
Na2ZrCrO3F3,1.98822,-2.80222,0.08437,30.0,0.85,0.54,0.95971,0.49262,18.3199,0.04369,0.03515,0.06519,18.29869,0.04372,1963.0,1857.0,106.0,20.0,30.0
Rb2MnInO6,1.56513,-2.03931,37.09423,30.0,0.85,0.0,1.03942,0.51607,24.67441,0.04374,0.03837,0.05855,24.64508,0.04372,1963.0,1866.0,97.0,20.0,30.0
Rb2GeZnO3Se3,1.66079,-1.35584,31.81595,30.0,0.84625,0.89,1.03709,0.37574,23.63971,0.04384,0.03801,0.05931,23.66725,0.04374,1965.0,1870.0,95.0,20.0,30.0
K2GeGaS3Br3,1.92482,-1.2349,7.60193,30.0,0.82547,0.38,1.01138,0.30263,18.92021,0.04459,0.03632,0.06538,19.48311,0.04376,1966.0,1945.0,21.0,20.0,30.0
K2SnFeS3I3,0.97264,-0.95558,0.42993,30.0,0.85,0.08,0.96298,0.33045,18.19044,0.04425,0.03368,0.48864,18.40879,0.04377,1967.0,1914.0,53.0,20.0,30.0
Rb2SbCuO3Cl3,1.11502,-1.8197,30.28378,30.0,0.85,0.28,1.03574,0.41433,23.68957,0.0438,0.03749,0.52691,23.65264,0.04383,1968.0,1867.0,101.0,20.0,30.0
Li2GeGaS3Br3,1.91708,-1.14456,8.58132,30.0,0.62426,0.38,0.75996,0.30263,14.41253,0.05334,0.0423,0.08235,19.59834,0.04384,1969.0,2397.0,-428.0,20.0,30.0
Na2GeCrO3F3,1.88313,-2.3566,12.31768,30.0,0.85,0.54,1.00701,0.42251,20.24754,0.04383,0.03622,0.06317,20.21051,0.04387,1970.0,1869.0,101.0,20.0,30.0
Rb2MnInO3S3,1.65051,-1.86313,33.41833,30.0,0.85,0.86,1.00821,0.44599,23.86696,0.0439,0.03811,0.05927,23.80891,0.04387,1970.0,1878.0,92.0,20.0,30.0
Rb2VTaO3Se3,1.7844,-2.1658,23.0623,30.0,0.8153,0.89,1.05756,0.34911,21.05259,0.0451,0.03804,0.06335,21.97986,0.0439,1972.0,1984.0,-12.0,20.0,30.0
Rb2GeNbO3Br3,1.69272,-2.00281,30.17821,30.0,0.85,0.48,1.06144,0.34821,23.33101,0.04382,0.03783,0.05966,23.31388,0.04391,1973.0,1868.0,105.0,20.0,30.0
Rb2CuZnBr3I3,1.02521,-1.25245,17.03747,30.0,0.85,0.3,0.95453,0.35337,21.15854,0.04409,0.03591,0.54214,21.34337,0.04392,1974.0,1898.0,76.0,20.0,30.0
Rb2FeMnCl3I3,1.04347,-1.41789,20.3753,30.0,0.83662,0.5,0.99395,0.3217,21.51897,0.04432,0.03661,0.54911,21.85251,0.04392,1974.0,1922.0,52.0,20.0,30.0
K2SnWO3S3,1.99699,-1.74102,0.19469,30.0,0.85,0.86,1.01773,0.39815,18.15829,0.04395,0.03525,0.06589,18.14266,0.04392,1974.0,1883.0,91.0,20.0,30.0
Rb2GeMoO3Se3,1.69358,-1.52225,30.35885,30.0,0.79054,0.89,1.07166,0.33136,21.66321,0.04586,0.03935,0.06312,23.29689,0.04392,1974.0,2049.0,-75.0,20.0,30.0
K2SnCrO3Cl3,1.99471,-1.83801,0.12181,30.0,0.85,0.28,1.01642,0.40654,18.20153,0.04387,0.03521,0.06569,18.18188,0.04393,1978.0,1873.0,105.0,20.0,30.0
Rb2GeBiO3Br3,1.75346,-1.511,25.48721,30.0,0.85,0.48,1.03405,0.38393,22.44379,0.04389,0.0374,0.06063,22.38023,0.04394,1979.0,1877.0,102.0,20.0,30.0
K2WInO3Cl3,1.98522,-1.8259,1.61845,30.0,0.85,0.28,0.99547,0.43614,18.37642,0.04397,0.03537,0.06564,18.42087,0.04394,1979.0,1884.0,95.0,20.0,30.0
Rb2ZrSbO3I3,1.82267,-1.87317,19.3656,30.0,0.85,0.78,1.0118,0.36667,21.31742,0.04398,0.03688,0.06213,21.29488,0.04396,1981.0,1887.0,94.0,20.0,30.0
Rb2SnVO3Br3,1.76539,-1.92584,24.61505,30.0,0.85,0.48,1.04757,0.36607,22.26481,0.04393,0.03734,0.06092,22.21923,0.04396,1981.0,1881.0,100.0,20.0,30.0
Rb2GeCuO3S3,1.45754,-1.63124,41.65793,30.0,0.85,0.86,1.04966,0.38889,25.22715,0.04395,0.0388,0.06042,25.20527,0.04398,1983.0,1882.0,101.0,20.0,30.0
Rb2SnWO3Se3,1.81319,-1.49457,20.55956,30.0,0.85,0.89,1.03265,0.38166,21.4792,0.04403,0.037,0.06202,21.46116,0.04399,1984.0,1893.0,91.0,20.0,30.0
Rb2TiGaO3I3,1.78719,-2.07638,22.98432,30.0,0.82546,0.78,1.03172,0.34028,21.27003,0.04479,0.0378,0.06286,21.91464,0.044,1985.0,1964.0,21.0,20.0,30.0
Rb2NbZnO3Br3,1.76338,-1.89911,25.04228,30.0,0.85,0.48,1.01441,0.41071,22.29537,0.04398,0.0374,0.06097,22.28415,0.04402,1986.0,1886.0,100.0,20.0,30.0
K2VTaO6,1.99179,-2.91617,0.89922,30.0,0.85,0.0,1.0802,0.42143,18.25458,0.04398,0.03531,0.06582,18.21773,0.04402,1986.0,1885.0,101.0,20.0,30.0
Na2SnInO3F3,1.97866,-2.29906,2.17499,30.0,0.85,0.54,0.92429,0.54982,18.49483,0.04393,0.0354,0.06539,18.42476,0.04403,1988.0,1880.0,108.0,20.0,30.0
Rb2ZrFeO3Cl3,1.67894,-2.16575,32.64158,30.0,0.85,0.28,1.02782,0.42523,23.51123,0.04409,0.03813,0.05991,23.57592,0.04404,1989.0,1899.0,90.0,20.0,30.0
Rb2SnNbO3Br3,1.78639,-2.04153,23.10153,30.0,0.85,0.48,1.02523,0.39583,21.91936,0.044,0.03723,0.06148,21.89418,0.04407,1990.0,1889.0,101.0,20.0,30.0
Rb2CrMnO3Br3,1.74656,-1.77405,27.25025,30.0,0.85,0.48,1.04076,0.375,22.55204,0.04411,0.03764,0.06086,22.55808,0.04407,1990.0,1900.0,90.0,20.0,30.0
Rb2MoBiSe3I3,1.01454,-0.98723,14.54289,30.0,0.85,0.11,0.97435,0.32297,20.66794,0.04414,0.03559,0.53585,20.68608,0.04412,1992.0,1904.0,88.0,20.0,30.0
Rb2SnGeBr6,1.04393,-1.43184,22.38265,30.0,0.85,0.0,1.01251,0.31122,21.88978,0.04426,0.03661,0.55704,22.01203,0.04412,1992.0,1915.0,77.0,20.0,30.0
Rb2TiBiO3Br3,1.80719,-2.03081,21.63802,30.0,0.85,0.48,1.01764,0.40625,21.5797,0.04413,0.03713,0.06206,21.59292,0.04413,1994.0,1902.0,92.0,20.0,30.0
Li2GeGaS3I3,1.94138,-0.9017,7.07378,30.0,0.62669,0.08,0.75752,0.28465,14.14106,0.05355,0.04217,0.08351,19.13316,0.04415,1995.0,2411.0,-416.0,20.0,30.0
Rb2SbCuO3Br3,1.05435,-1.42509,24.02403,30.0,0.85,0.48,1.02523,0.39583,22.22808,0.04419,0.0368,0.55988,22.2409,0.04416,1996.0,1909.0,87.0,20.0,30.0
Rb2MoGaS3Cl3,1.71411,-1.38037,30.21013,30.0,0.83619,0.58,1.03156,0.33151,22.66265,0.04459,0.03825,0.06116,22.98068,0.04416,1996.0,1944.0,52.0,20.0,30.0
K2ZrCrO6,2.00682,-2.66545,0.09933,30.0,0.85,0.0,1.03971,0.47679,17.98043,0.04419,0.03533,0.06659,17.99032,0.04417,1998.0,1910.0,88.0,20.0,30.0
Rb2WGaO3Br3,1.79994,-1.75716,22.85644,30.0,0.85,0.48,1.04985,0.3631,21.70387,0.04422,0.03727,0.06208,21.71391,0.04421,1999.0,1912.0,87.0,20.0,30.0
Rb2ZrGaO3Br3,1.76199,-2.14892,26.2191,30.0,0.85,0.48,1.02305,0.39881,22.31519,0.04418,0.03756,0.06128,22.27526,0.04422,2000.0,1908.0,92.0,20.0,30.0
Rb2ZrWO3S3,1.7665,-2.06076,26.22109,30.0,0.85,0.86,1.03585,0.40741,22.24641,0.04427,0.03759,0.06148,22.24495,0.04423,2001.0,1917.0,84.0,20.0,30.0
Na2NbMnO3F3,2.01061,-2.81778,0.14797,30.0,0.85,0.54,0.97172,0.47417,17.91097,0.0443,0.03537,0.06689,17.92794,0.04424,2002.0,1920.0,82.0,20.0,30.0
K2TiCrO6,2.01251,-2.6551,0.05878,30.0,0.85,0.0,1.06946,0.43571,17.87566,0.04433,0.03538,0.067,17.9167,0.04425,2003.0,1923.0,80.0,20.0,30.0
Rb2SbZnO3Cl3,1.72039,-1.8643,30.16287,30.0,0.85,0.28,1.03346,0.41745,22.95379,0.04424,0.03795,0.06061,22.89206,0.04427,2004.0,1913.0,91.0,20.0,30.0
Li2GeCuBr6,0.98031,-1.19809,5.42333,30.0,0.65455,0.0,0.7426,0.32143,14.29356,0.05298,0.0393,0.51037,18.98149,0.04431,2005.0,2371.0,-366.0,20.0,30.0
Rb2TaCuO3Cl3,1.75521,-2.15654,27.62595,30.0,0.85,0.28,1.02669,0.42679,22.4131,0.04434,0.03773,0.06139,22.44388,0.04431,2005.0,1924.0,81.0,20.0,30.0
Rb2CrMnO3S3,1.64015,-1.73792,36.51043,30.0,0.85,0.86,1.04966,0.38889,23.9698,0.04434,0.03853,0.05984,23.94728,0.04436,2007.0,1925.0,82.0,20.0,30.0
K2GeVO3Cl3,1.93299,-1.90016,9.6048,30.0,0.85,0.28,1.07223,0.33333,19.33586,0.04446,0.03617,0.06525,19.39392,0.04436,2007.0,1935.0,72.0,20.0,30.0
Rb2ZrSbO3Br3,1.80514,-2.05169,23.05083,30.0,0.85,0.48,1.02742,0.39286,21.61579,0.04437,0.03733,0.06243,21.62158,0.04436,2007.0,1926.0,81.0,20.0,30.0
Rb2ZrCrO3Br3,1.78158,-2.13907,25.63674,30.0,0.85,0.48,1.02414,0.39732,21.99796,0.04442,0.03759,0.06205,22.04402,0.04437,2010.0,1931.0,79.0,20.0,30.0
Na2SnGaO3Cl3,1.99308,-1.74666,2.20376,30.0,0.85,0.28,0.93707,0.4081,18.23185,0.04432,0.03554,0.06647,18.18584,0.04438,2011.0,1921.0,90.0,20.0,30.0
Na2GeVO3F3,1.905,-2.41294,12.43261,30.0,0.85,0.54,1.02699,0.39483,19.84291,0.04439,0.03641,0.06453,19.86804,0.04438,2011.0,1928.0,83.0,20.0,30.0
Rb2VNbO3Se3,1.77743,-2.19609,25.96017,30.0,0.8153,0.89,1.05756,0.34911,21.1629,0.04556,0.03845,0.06396,22.10121,0.0444,2013.0,2021.0,-8.0,20.0,30.0
K2NbSbO3S3,2.0136,-1.76047,0.25413,30.0,0.85,0.86,1.02909,0.38272,17.85671,0.04441,0.03542,0.06717,17.84266,0.04441,2014.0,1930.0,84.0,20.0,30.0
K2GeBiO3Cl3,1.96021,-1.68881,6.74759,30.0,0.85,0.28,1.01981,0.40187,18.83474,0.04451,0.03596,0.066,18.88644,0.04444,2015.0,1939.0,76.0,20.0,30.0
Rb2GeGaS3I3,1.78855,-1.00971,25.15304,30.0,0.8312,0.08,1.01911,0.28465,21.40116,0.04506,0.038,0.06333,21.87027,0.04446,2016.0,1977.0,39.0,20.0,30.0
Rb2TiCrO3Cl3,1.65192,-2.2515,36.23847,30.0,0.85,0.28,1.06146,0.38006,23.8495,0.04443,0.03853,0.06012,23.79199,0.04447,2017.0,1933.0,84.0,20.0,30.0
Rb2MoFeO3Cl3,1.70694,-1.75768,32.41266,30.0,0.85,0.28,1.05788,0.38474,23.14326,0.04445,0.03822,0.06078,23.12264,0.04447,2017.0,1934.0,83.0,20.0,30.0
Rb2GeFeO3Cl3,1.56111,-1.77405,41.40502,30.0,0.85,0.28,1.07235,0.36604,24.69719,0.04447,0.03898,0.05967,24.64864,0.04448,2019.0,1936.0,83.0,20.0,30.0
Na2GeNbO3F3,1.92474,-2.49862,10.84276,30.0,0.85,0.54,1.00052,0.43173,19.48467,0.04452,0.0363,0.0652,19.4797,0.04448,2019.0,1941.0,78.0,20.0,30.0
K2GeCuCl3I3,0.98315,-1.23704,5.23035,30.0,0.82637,0.5,0.97814,0.31421,18.3992,0.04512,0.03481,0.50658,18.72179,0.04449,2021.0,1987.0,34.0,20.0,30.0
Rb2NbFeO3Cl3,1.70669,-2.17966,32.57291,30.0,0.85,0.28,1.04611,0.40031,23.1466,0.04447,0.03824,0.06083,23.10399,0.04449,2021.0,1938.0,83.0,20.0,30.0
K2GeGaSe3Cl3,1.95425,-1.31435,7.66545,30.0,0.80342,0.61,1.01199,0.30343,17.90421,0.04613,0.0371,0.06898,18.97494,0.04451,2023.0,2066.0,-43.0,20.0,30.0
Rb2GeWO3Se3,1.77509,-1.47948,26.59653,30.0,0.7949,0.89,1.06928,0.33432,20.6636,0.04636,0.03906,0.06531,22.09129,0.04452,2024.0,2075.0,-51.0,20.0,30.0
Rb2MnGaO3S3,1.65375,-1.85489,36.89258,30.0,0.85,0.86,1.0485,0.39043,23.82846,0.04457,0.03863,0.06037,23.82244,0.04456,2025.0,1942.0,83.0,20.0,30.0
K2CrMoO6,2.01606,-2.11521,0.23673,30.0,0.85,0.0,1.07346,0.43036,17.81281,0.04447,0.03544,0.06735,17.74783,0.04456,2025.0,1937.0,88.0,20.0,30.0
Rb2WInO3Br3,1.83237,-1.69386,21.46776,30.0,0.85,0.48,1.01015,0.41667,21.15284,0.04462,0.03727,0.06338,21.15551,0.04457,2027.0,1949.0,78.0,20.0,30.0
Rb2SnWS6,1.81366,-1.11323,23.2747,30.0,0.85,0.0,1.013,0.35054,21.47097,0.04459,0.03741,0.06297,21.43716,0.04461,2028.0,1943.0,85.0,20.0,30.0
Rb2MoMnO3Se3,1.78949,-1.56089,25.66072,30.0,0.83508,0.89,1.04496,0.36538,21.48646,0.04505,0.03799,0.06331,21.82975,0.04462,2029.0,1976.0,53.0,20.0,30.0
Rb2WGaS3Cl3,1.78753,-1.38774,25.95721,30.0,0.83959,0.58,1.02944,0.33425,21.6348,0.04492,0.03791,0.06305,21.91266,0.04462,2029.0,1970.0,59.0,20.0,30.0
K2GeWO3S3,1.96216,-1.61052,7.21516,30.0,0.81897,0.86,1.055,0.34877,18.11258,0.04569,0.03674,0.0683,18.76646,0.04462,2029.0,2033.0,-4.0,20.0,30.0
K2MoWO6,2.02019,-2.13708,0.27396,30.0,0.85,0.0,1.0775,0.425,17.73592,0.04459,0.03548,0.06769,17.7098,0.04464,2032.0,1946.0,86.0,20.0,30.0
Rb2SnFeSe3Cl3,1.03698,-1.25084,22.56357,30.0,0.85,0.61,0.99754,0.35224,21.62753,0.04462,0.03666,0.56021,21.59732,0.04465,2033.0,1948.0,85.0,20.0,30.0
K2MnInO3F3,2.00934,-2.43341,2.2925,30.0,0.85,0.54,1.01939,0.53321,17.93434,0.04478,0.03571,0.06773,17.97031,0.04471,2034.0,1963.0,71.0,20.0,30.0
Rb2NbCuO3F3,1.68473,-2.61973,35.72926,30.0,0.85,0.54,1.06586,0.50554,23.43631,0.04473,0.0386,0.06099,23.4177,0.04471,2034.0,1954.0,80.0,20.0,30.0
Na2VFeO3F3,2.02692,-2.62106,0.09654,30.0,0.85,0.54,0.99667,0.43727,17.61283,0.04474,0.03553,0.06814,17.56873,0.04471,2034.0,1956.0,78.0,20.0,30.0
Rb2TiSbO3I3,1.84683,-1.8632,20.43702,30.0,0.8186,0.78,1.03601,0.33472,20.12603,0.04577,0.03795,0.06575,20.88882,0.04472,2037.0,2040.0,-3.0,20.0,30.0
Rb2GeMnO3S3,1.5648,-1.67677,42.45351,30.0,0.82561,0.86,1.06987,0.36265,23.95012,0.04549,0.03977,0.0613,24.63461,0.04472,2037.0,2012.0,25.0,20.0,30.0
K2SnCuF3I3,0.96911,-1.94093,0.4532,30.0,0.82723,1.32,0.97389,0.40456,17.43732,0.04538,0.03414,0.48976,17.79113,0.04474,2039.0,2004.0,35.0,20.0,30.0
Rb2GeFeS3Se3,1.07455,-0.9615,29.8786,30.0,0.85,0.03,1.02775,0.30759,22.81748,0.04465,0.03758,0.57227,22.78114,0.04475,2040.0,1952.0,88.0,20.0,30.0
Li2GeVO3Cl3,1.93157,-1.90785,11.69794,30.0,0.70448,0.28,0.78145,0.33333,16.04467,0.05051,0.04031,0.07684,19.47465,0.04476,2041.0,2254.0,-213.0,20.0,30.0
K2MoAgO3F3,1.99454,-2.32119,3.89322,30.0,0.85,0.54,0.9966,0.56827,18.20485,0.04476,0.03582,0.06731,18.16077,0.04478,2042.0,1958.0,84.0,20.0,30.0
Rb2MnSbS3Se3,1.03039,-0.96996,22.86718,30.0,0.85,0.03,1.01354,0.32592,21.36505,0.045,0.03675,0.56419,21.53008,0.04484,2043.0,1974.0,69.0,20.0,30.0
Rb2TiCrO3Br3,1.789,-2.14049,27.59931,30.0,0.85,0.48,1.04985,0.3631,21.87773,0.04494,0.03793,0.06307,21.89085,0.04489,2044.0,1971.0,73.0,20.0,30.0
K2ZrMoO6,2.03071,-2.7658,0.25175,30.0,0.85,0.0,1.04604,0.46786,17.54312,0.04488,0.03559,0.0685,17.49829,0.04489,2044.0,1969.0,75.0,20.0,30.0
K2ZrBiO3Cl3,2.0272,-2.21794,0.18657,30.0,0.85,0.28,0.97849,0.46106,17.60772,0.04477,0.03554,0.0682,17.53686,0.04491,2046.0,1960.0,86.0,20.0,30.0
Rb2MnGaO6,1.61912,-2.03786,41.41939,30.0,0.85,0.0,1.08545,0.45179,24.18474,0.045,0.03917,0.06063,24.19074,0.04496,2047.0,1973.0,74.0,20.0,30.0
Rb2FeSbSe3Cl3,1.03082,-1.27808,22.49286,30.0,0.83255,0.61,1.01537,0.3285,20.92917,0.04549,0.03708,0.5628,21.32656,0.04499,2048.0,2013.0,35.0,20.0,30.0
Rb2VFeO3Cl3,1.70508,-2.06736,35.69364,30.0,0.85,0.28,1.06991,0.36916,23.16947,0.04504,0.0387,0.0617,23.17658,0.04501,2049.0,1975.0,74.0,20.0,30.0
Na2GeFeO3S3,1.94662,-1.56791,10.65586,30.0,0.8382,0.86,0.96416,0.36265,18.81839,0.04544,0.03671,0.06735,19.06687,0.04502,2050.0,2005.0,45.0,20.0,30.0
Rb2GeZnS3Se3,1.77649,-0.98869,29.43612,30.0,0.85,0.03,1.00856,0.33246,22.0807,0.04507,0.03813,0.06302,22.10431,0.04502,2050.0,1980.0,70.0,20.0,30.0
